paper_id,covidence_id,title,authors,source_filename,source_text_json_path,candidate_json_path,n_pages,abstract_block_count,title_like_line_count,author_like_line_count,program_marker_count,proceedings_signal_score,proceedings_detected,trim_workflow_version,trim_workflow_stage,trim_status,trim_reason,trim_method,trim_mode,matched_block_code,matched_block_title,title_score,author_score,match_score,start_rule,end_rule,start_page_index,end_page_index,start_line_global_index,end_line_global_index_exclusive,candidate_count,baseline_candidate_id,overshoot_candidate_id,candidate_ids,candidate_heuristics,candidate_end_indices,candidate_end_pages,llm_routing_recommended,llm_routing_reason,created_at_utc
6899,6899,An unusual brainstem encephalitis associated with anti-glycine receptor antibodies: Clinicopathological description,Lux D.; Kumar G.; Webb T.; Bodi I.; Moran N.,6899_Lux D. et al. - 2017 - An unusual brainstem encephalitis associated with .pdf,data\extraction_json\text\6899.json,data\extraction_json\text_trimmed_llm_candidates\6899.json,321,64,257,203,1,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,EP1183,EP1183 An unusual brainstem encephalitis associated with anti-glycine receptor antibodies: Clinicopathological description,0.9896,1.0,0.9922,,,93,93,6978,7026,2,cand_01_current_selected_end,cand_02_tail_metadata_trim_end,cand_01_current_selected_end|cand_02_tail_metadata_trim_end,current_selected_end|tail_metadata_trim_end,7026|7034,93|94,true,route_all_to_llm_v1,2026-04-13T00:53:52.968946+00:00
7503,7503,Stiff-person spectrum disorders in Russia: A retrospective analysis of 20 cases,Seliverstov Y.U.; Ginzberg M.; Melnik E.; Fominykh V.; Skalnaya A.; Brylev L.,7503_mds.28268.pdf,data\extraction_json\text\7503.json,data\extraction_json\text_trimmed_llm_candidates\7503.json,702,106,440,302,1,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 3 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,342,Stiff-person spectrum disorders in Russia: a retrospective analysis of 20 cases,1.0,1.0,0.8863,backtrack_abstract_boundary,next_abstract_boundary,140,141,14617,14648,3,cand_01_current_selected_end,cand_03_last_non_metadata_end,cand_01_current_selected_end|cand_02_tail_metadata_trim_end|cand_03_last_non_metadata_end,current_selected_end|tail_metadata_trim_end|last_non_metadata_end,14648|14660|14668,141|141|141,true,route_all_to_llm_v1,2026-04-13T02:00:27.073831+00:00
7804,7804,A case of gad-generalized anxiety disorder or something more?,Pedowitz E.; Shin S.,7804_Muscle and Nerve - 2020 - - 2020 Virtual AANEM Annual Meeting Abstract Guide.pdf,data\extraction_json\text\7804.json,data\extraction_json\text_trimmed_llm_candidates\7804.json,133,50,372,279,1,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,29,29 A CASE OF GAD- GENERALIZED ANXIETY DISORDER OR SOMETHING MORE?,0.9915,1.0,0.9936,,,18,18,1209,1242,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,1242,18,true,route_all_to_llm_v1,2026-04-13T03:11:13.824358+00:00
7992,7992,A case of hyperekplexia with positive antiglycine receptor antibodies: PERM syndrome,Contessa G.; De Mercanti S.; Sciolla R.; Iudicello M.; Clerico M.; Ferrero B.; Coletti Moja M.; Delfico L.; Franchino F.; Viglietta E.; Vincent A.; Durelli L.,7992_Contessa G. et al. - 2010 - A case of hyperekplexia with positive antiglycine .pdf,data\extraction_json\text\7992.json,data\extraction_json\text_trimmed_llm_candidates\7992.json,246,106,449,425,3,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,O63,O63 A case of hyperekplexia with positive antiglycine receptor antibodies: PERM syndrome,0.9918,1.0,0.9938,,,16,16,1748,1775,2,cand_01_current_selected_end,cand_02_tail_metadata_trim_end,cand_01_current_selected_end|cand_02_tail_metadata_trim_end,current_selected_end|tail_metadata_trim_end,1775|1798,16|16,true,route_all_to_llm_v1,2026-04-13T00:38:48.436961+00:00
8009,8009,Effect of physiotherapy on the mobility of the spine and lower extremities in patients of stiff person syndrome,Fil A.; Salci Y.; Armutlu K.,8009_Fil-2010-Effect of physiotherapy on the mobility of the spine and lower extremities in patients of stiff person syndrome.pdf,data\extraction_json\text\8009.json,data\extraction_json\text_trimmed_llm_candidates\8009.json,1,3,20,10,0,5,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: manual_review_required.,page_local_sliding_window_match,page_local_sliding_window_match,,Effect of physiotherapy on the mobility of the spine and lower extremities in patients of stiff person syndrome,1.0,,0.5902,backtrack_title_cluster,window_extent_cap,0,,102,110,2,cand_01_current_selected_end,cand_02_tail_metadata_trim_end,cand_01_current_selected_end|cand_02_tail_metadata_trim_end,current_selected_end|tail_metadata_trim_end,110|132,0|0,true,route_all_to_llm_v1,2026-04-12T23:23:35.302762+00:00
8089,8089,Seizure in patients with anti-gad antibodies,Dave H.; Nei M.; Rakocevic G.; Mintzer S.; Sperling M.,8089_Epilepsia - 2011 - - Poster Sessions.pdf,data\extraction_json\text\8089.json,data\extraction_json\text_trimmed_llm_candidates\8089.json,241,83,547,381,1,6,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,p473,"p473 SEIZURE IN PATIENTS WITH ANTI-GAD ANTIBODIES Dave H, Nei M, Rakocevic G, Mintzer S, Sperling M",0.8716,1.0,0.9037,,,124,124,15592,15625,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,15625,124,true,route_all_to_llm_v1,2026-04-13T00:41:00.569546+00:00
8194,8194,"Wobbly eyes, wobbly legs",Yap C.; Mollan S.P.; Sivaguru A.,"8194_Yap C. et al. - 2012 - Wobbly eyes, wobbly legs.pdf",data\extraction_json\text\8194.json,data\extraction_json\text_trimmed_llm_candidates\8194.json,67,115,186,252,2,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,102,"WOBBLY EYES, WOBBLY LEGS",1.0,1.0,0.8275,backtrack_abstract_boundary,next_abstract_boundary,52,53,2672,2690,2,cand_01_current_selected_end,cand_02_tail_metadata_trim_end,cand_01_current_selected_end|cand_02_tail_metadata_trim_end,current_selected_end|tail_metadata_trim_end,2690|2691,53|53,true,route_all_to_llm_v1,2026-04-13T03:00:36.322317+00:00
8223,8223,"Epilepsy, stiff person syndrome and anti-gad: A report of two cases",Boro A.; Weidenheim K.; Gomes W.; McGinley J.; Mariuma E.,8223_Annual_Meeting_and_Courses_Speaker_Abstracts.7.pdf,data\extraction_json\text\8223.json,data\extraction_json\text_trimmed_llm_candidates\8223.json,26,84,405,323,2,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,,"EPILEPSY, STIFF PERSON SYNDROME AND ANTI-GAD: A REPORT OF",0.9383,1.0,0.8182,backtrack_title_cluster,next_abstract_boundary,12,12,1043,1065,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,1065,12,true,route_all_to_llm_v1,2026-04-13T00:09:32.491954+00:00
8296,8296,Intrathecal baclofen pump implantation in 2 cases of stiff-person syndrome,Bikmullin V.; Tolstyh A.; Rudenko V.,8296_Bikmullin V. et al. - 2013 - Intrathecal baclofen pump implantation in 2 cases .pdf,data\extraction_json\text\8296.json,data\extraction_json\text_trimmed_llm_candidates\8296.json,58,90,342,282,1,5,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,3,12 June—033. INTRATHECAL BACLOFEN PUMP IMPLANTATION IN 2 CASES OF STIFF-PERSON SYNDROME,0.9758,1.0,0.8408,backtrack_abstract_boundary,next_abstract_boundary,16,17,1575,1623,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,1623,17,true,route_all_to_llm_v1,2026-04-13T00:17:41.575439+00:00
8303,8303,Role of maintenance plasma exchange in stiff person syndrome-a case report,Morelli Z.M.; Dalton L.; Matevosyan K.; Sarode R.; Strunk M.,8303_Morelli - PLEX.pdf,data\extraction_json\text\8303.json,data\extraction_json\text_trimmed_llm_candidates\8303.json,55,62,583,362,1,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,35,ROLE OF MAINTENANCE PLASMA EXCHANGE,0.8423,0.6,0.7291,backtrack_abstract_boundary,next_abstract_boundary,18,18,2161,2208,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,2208,18,true,route_all_to_llm_v1,2026-04-13T03:12:32.718358+00:00
8335,8335,A case series of central and peripheral nervous system involvement in paraneoplastic syndromes,Richelli S.; Greco E.; Fabrizi G.M.; Cavallaro T.; Monaco S.; Ferrari S.,8335_2138357791_np31206.pdf,data\extraction_json\text\8335.json,data\extraction_json\text_trimmed_llm_candidates\8335.json,38,78,612,395,0,6,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,A case series of central and peripheral nervous system involvement in paraneoplastic syndromes,1.0,0.8333,0.9583,,,32,32,5740,5807,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,5807,32,true,route_all_to_llm_v1,2026-04-13T00:11:20.711440+00:00
10801,10801,"Stiff Person Syndrom, a rare neurological disease in long-term care resident.","Bhatt, T; Medina-Walpole, A; Marshall, FJ",10801_J American Geriatrics Society - 2006 - - Paper Abstracts.pdf,data\extraction_json\text\10801.json,data\extraction_json\text_trimmed_llm_candidates\10801.json,203,107,500,513,1,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,,"STIFF PERSON SYNDROM, A RARE NEUROLOGICAL",0.8617,1.0,0.8099,backtrack_title_cluster,next_abstract_boundary,118,118,15202,15232,2,cand_02_last_non_metadata_end,cand_02_last_non_metadata_end,cand_01_tail_metadata_trim_end|cand_02_last_non_metadata_end,tail_metadata_trim_end|last_non_metadata_end,15231|15232,118|118,true,route_all_to_llm_v1,2026-04-13T02:51:15.101324+00:00
12251,12251,Stiff limb syndrome: a case report,"Farhat, E; Zouari, M; Beyrouti, R; Ben Sassi, S; Hentati, F",12251_s00415-014-7337-4.pdf,data\extraction_json\text\12251.json,data\extraction_json\text_trimmed_llm_candidates\12251.json,524,111,492,434,2,5,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,PP2171,PP2171 Stiff limb syndrome: a case report,0.9664,1.0,0.9748,,,343,343,38189,38220,2,cand_01_tail_metadata_trim_end,cand_02_last_non_metadata_end,cand_01_tail_metadata_trim_end|cand_02_last_non_metadata_end,tail_metadata_trim_end|last_non_metadata_end,38220|38221,343|343,true,route_all_to_llm_v1,2026-04-12T22:16:51.516594+00:00
12270,12270,Rapid Onset Stiff Person Syndrome,"Neeley, B; Pawar, G; Tripathi, R",12270_Movement Disorders - 2021 - - Abstracts of the MDS Virtual Congress 2021.pdf,data\extraction_json\text\12270.json,data\extraction_json\text_trimmed_llm_candidates\12270.json,599,96,415,382,1,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,,Rapid Onset Stiff Person Syndrome,1.0,1.0,0.8559,backtrack_soft_header,next_abstract_boundary,148,148,15065,15111,2,cand_02_last_non_metadata_end,cand_02_last_non_metadata_end,cand_01_tail_metadata_trim_end|cand_02_last_non_metadata_end,tail_metadata_trim_end|last_non_metadata_end,15108|15111,148|148,true,route_all_to_llm_v1,2026-04-12T22:25:39.328332+00:00
12288,12288,MRI abnormalities in stiff person syndrome,"Seefried, S; Homola, G; Pham, M; Sommer, C",12288_Euro J of Neurology - 2023 - - ePosters (1).pdf,data\extraction_json\text\12288.json,data\extraction_json\text_trimmed_llm_candidates\12288.json,414,70,367,293,0,4,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,EPO-605,EPO-605 MRI abnormalities in stiff person syndrome,0.9696,1.0,0.9772,,,376,377,30113,30160,2,cand_01_tail_metadata_trim_end,cand_02_last_non_metadata_end,cand_01_tail_metadata_trim_end|cand_02_last_non_metadata_end,tail_metadata_trim_end|last_non_metadata_end,30160|30161,377|377,true,route_all_to_llm_v1,2026-04-12T22:16:51.587971+00:00
12301,12301,Stiff Person Syndrome Presenting with Dystonia,"Gao, F",12301_Movement Disorders - 2021 - - Abstracts of the MDS Virtual Congress 2021.pdf,data\extraction_json\text\12301.json,data\extraction_json\text_trimmed_llm_candidates\12301.json,599,96,415,382,1,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,344,344 Stiff Person Syndrome Presenting with Dystonia,0.9854,1.0,0.9891,,,150,150,15306,15339,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,15339,150,true,route_all_to_llm_v1,2026-04-13T01:18:40.702001+00:00
12387,12387,Successful treatment of Stiff Person Syndrome with botulinum toxin,"Goncalves, A; Brunet, F; Ariton, D; De Fabregues, O",12387_Movement Disorders - 2022 - - Abstracts.pdf,data\extraction_json\text\12387.json,data\extraction_json\text_trimmed_llm_candidates\12387.json,666,96,429,321,1,6,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,87,87 Successful treatment of Stiff Person Syndrome with botulinum toxin,0.9922,1.0,0.9942,,,41,42,4098,4143,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,4143,42,true,route_all_to_llm_v1,2026-04-13T01:23:02.787942+00:00
12473,12473,Stiff-person syndrome - a 15-year review at a tertiary hospital,"Rodrigues, R; Sousa, L; Samoes, R; Caçao, G; Chaves, J; Cardoso, M; Barros, J; Santos, E; Damásio, J",12473_Movement Disorders - 2021 - - Abstracts of the MDS Virtual Congress 2021.pdf,data\extraction_json\text\12473.json,data\extraction_json\text_trimmed_llm_candidates\12473.json,599,96,415,382,1,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 3 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,,Stiff-person syndrome – a 15-year review at a tertiary hospital,1.0,0.875,0.85,backtrack_soft_header,next_abstract_boundary,131,132,13533,13589,3,cand_02_current_selected_end,cand_03_last_non_metadata_end,cand_01_tail_metadata_trim_end|cand_02_current_selected_end|cand_03_last_non_metadata_end,tail_metadata_trim_end|current_selected_end|last_non_metadata_end,13579|13589|13590,131|132|132,true,route_all_to_llm_v1,2026-04-13T01:26:53.856397+00:00
12495,12495,ATYPICAL STIFF PERSON SYNDROME WITH ANTI-IGLON5 ANTIBODIES: A CASE REPORT,"Castellano, C; Bellucci, M; Germano, F; Gemelli, C; Marinelli, L; Lechiara, A; Schenone, A; Franciotta, D; Benedetti, L",12495_J Peripheral Nervous Sys - 2023 - - Abstracts.pdf,data\extraction_json\text\12495.json,data\extraction_json\text_trimmed_llm_candidates\12495.json,51,57,471,581,1,6,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,ATYPICAL STIFF PERSON SYNDROME WITH ANTI-IGLON5 ANTIBODIES: A CASE REPORT,1.0,1.0,1.0,,,13,13,1325,1355,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,1355,13,true,route_all_to_llm_v1,2026-04-13T00:12:32.764453+00:00
12536,12536,Misdiagnosis of Stiff Person Syndrome Spectrum Disorders: Identifying the Most Common Culprits,"Roy, S; Wang, YJ; Newsome, S",12536_Misdiagnosis of Stiff Person Syndrome Spectrum.pdf,data\extraction_json\text\12536.json,,4,,,,,,,proceedings_llm_v1,candidate_generation,not_needed,Document does not look like a proceedings source.,,,,,,,,,,,,,,,,,,,,,,,
12584,12584,Stiff person syndrome vs functional neurological disorder: two patients with hyperkinetic movement disorder,"Garcia, J; Mireles, S; Martinez, Y; Alcocer, A",12584_Garcia-2023-Stiff person syndrome vs functiona.pdf,data\extraction_json\text\12584.json,data\extraction_json\text_trimmed_llm_candidates\12584.json,3,5,13,9,0,5,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,1320,1320 Stiff person syndrome vs functional neurological disorder: two patients with hyperkinetic movement disorder,0.9919,1.0,0.994,,,0,2,46,101,2,cand_02_next_confirmed_header_end,cand_02_next_confirmed_header_end,cand_01_tail_metadata_trim_end|cand_02_next_confirmed_header_end,tail_metadata_trim_end|next_confirmed_header_end,88|91,1|1,true,route_all_to_llm_v1,2026-04-13T02:51:31.942935+00:00
12594,12594,Rituximab is Associated with Limiting Progression in Individuals with Stiff Person Syndrome Spectrum Disorders,"Harrison, K; Hu, C; Aljarallah, S; Wang, Y; Fitzgerald, K; Newsome, S",12594_RTX.pdf,data\extraction_json\text\12594.json,,4,,,,,,,proceedings_llm_v1,candidate_generation,not_needed,Document does not look like a proceedings source.,,,,,,,,,,,,,,,,,,,,,,,
12623,12623,Inpatient care for stiff person syndrome in the United States: A nationwide readmission study,"Crispo, J; Thibault, D; Fortin, Y; Willis, A",12623_Crispo-2017-Inpatient care for stiff person sy.pdf,data\extraction_json\text\12623.json,data\extraction_json\text_trimmed_llm_candidates\12623.json,2,8,23,21,1,11,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,1305,1305 Inpatient care for stiff person syndrome in the United States: A nationwide readmission study,0.9907,1.0,0.9931,,,0,1,104,144,2,cand_02_tail_metadata_trim_end,cand_02_tail_metadata_trim_end,cand_01_last_non_metadata_end|cand_02_tail_metadata_trim_end,last_non_metadata_end|tail_metadata_trim_end,139|144,0|1,true,route_all_to_llm_v1,2026-04-12T23:16:10.655371+00:00
12630,12630,Autologous Haematopoietic Stem Cell Transplantation (Auto-HSCT) in Stiff Person Syndrome (SPS): The Sheffield Experience,"Thorpe, AE; Kass-Iliyya, L; Jessop, H; Chantry, A; Hadjivassiliou, M; Sharrack, B; Snowden, JA",12630_Thorpe-2018-Autologous Haematopoietic Stem Cel.pdf,data\extraction_json\text\12630.json,data\extraction_json\text_trimmed_llm_candidates\12630.json,2,1,29,19,2,9,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,,Autologous Haematopoietic Stem Cell Transplantation,0.8417,1.0,0.7944,backtrack_title_cluster,next_abstract_boundary,0,1,52,110,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,110,1,true,route_all_to_llm_v1,2026-04-12T23:17:39.942027+00:00
12682,12682,PURELY TORSIONAL NYSTAGMUS IN A PATIENT WITH THE STIFF-MAN SYNDROME - A CASE-REPORT,"STEARNS, MQ; SINOFF, SE; ROSENBERG, ML",12682_WNL.43.4_Suppl_2.A11.pdf,data\extraction_json\text\12682.json,data\extraction_json\text_trimmed_llm_candidates\12682.json,477,171,842,790,2,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,267P,267P Purely Torsional Nystagmus in a Patient with the Stiff-Man Syndrome: A Case Report,0.9895,1.0,0.9921,,,174,174,15030,15054,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,15054,174,true,route_all_to_llm_v1,2026-04-13T02:56:00.043569+00:00
12691,12691,Cascade apheresis as a monotherapy or in combination with IVIG in therapy of stiff-person syndrome,"Mikhailova, V; Degterev, D",12691_Abstract. Mikhailova 2022.pdf,data\extraction_json\text\12691.json,data\extraction_json\text_trimmed_llm_candidates\12691.json,1,2,12,16,1,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,EPO-423,EPO-423 Cascade apheresis as a monotherapy or in combination with IVIG in therapy of stiff-person syndrome,0.9863,0.5,0.8647,,,0,,2,43,2,cand_01_tail_metadata_trim_end,cand_02_last_non_metadata_end,cand_01_tail_metadata_trim_end|cand_02_last_non_metadata_end,tail_metadata_trim_end|last_non_metadata_end,43|44,0|0,true,route_all_to_llm_v1,2026-04-12T22:16:51.600625+00:00
12758,12758,Defining the Expanding Clinical Spectrum of Pediatric Onset Stiff-Person Syndrome (p-SPS) and Differentiating this from Mimics,"Yeshokumar, AK; Sun, LR; Newsome, SD",12758_Annals of Neurology - 2015 - - 44th Annual Meeting of the Child Neurology Society.pdf,data\extraction_json\text\12758.json,data\extraction_json\text_trimmed_llm_candidates\12758.json,110,83,419,365,1,5,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 2 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,109,Defining the Expanding Clinical Spectrum of Pediatric Onset Stiff-Person Syndrome (p-SPS) and Differentiating this from Mimics,1.0,1.0,0.899,backtrack_abstract_boundary,next_abstract_boundary,71,71,6952,6988,2,cand_01_current_selected_end,cand_02_tail_metadata_trim_end,cand_01_current_selected_end|cand_02_tail_metadata_trim_end,current_selected_end|tail_metadata_trim_end,6988|6989,71|71,true,route_all_to_llm_v1,2026-04-13T00:13:58.949910+00:00
12849,12849,Stiff-Person Syndrome (SPS) with Very High GAD-Titers Triggered by COVID-19-Booster in 2 Neurologically Asymptomatic GAD-Positive Patients with Diabetes Mellitus Type 1 (DM1),"Giler, G; Dalakas, MC",12849_Annals of Neurology - 2023 - - 148th Annual Meeting American Neurological Association (1).pdf,data\extraction_json\text\12849.json,data\extraction_json\text_trimmed_llm_candidates\12849.json,303,290,488,1748,4,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 1 ordered end candidates. Baseline candidate quality: trimmed_auto.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,M139,Stiff-Person Syndrome (SPS) with Very High GAD-Titers Triggered by COVID-19-Booster in,0.849,1.0,0.8867,,,60,61,6562,6616,1,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,cand_01_tail_metadata_trim_end,tail_metadata_trim_end,6616,61,true,route_all_to_llm_v1,2026-04-13T00:31:14.234380+00:00
13233,13233,Progressive encephalomyelitis with rigidity and myoclonus in a Mexican patient,"Garcia-Bermudez, R; Leon-Castillo, D; Bertado-Cortes, B",13233_Movement Disorders - 2021 - - Abstracts of the MDS Virtual Congress 2021.pdf,data\extraction_json\text\13233.json,data\extraction_json\text_trimmed_llm_candidates\13233.json,599,96,414,353,1,8,true,proceedings_llm_v1,candidate_generation,candidate_package_created,Wrote LLM candidate package with 3 ordered end candidates. Baseline candidate quality: trimmed_auto.,page_local_sliding_window_match,page_local_sliding_window_match,345,Progressive encephalomyelitis with rigidity and myoclonus in a Mexican patient,1.0,1.0,0.8918,backtrack_abstract_boundary,next_abstract_boundary,150,151,15339,15387,3,cand_02_current_selected_end,cand_03_last_non_metadata_end,cand_01_tail_metadata_trim_end|cand_02_current_selected_end|cand_03_last_non_metadata_end,tail_metadata_trim_end|current_selected_end|last_non_metadata_end,15376|15387|15388,150|151|151,true,route_all_to_llm_v1,2026-04-13T03:00:06.353243+00:00
