issue_id,paper_id,covidence_id,title,authors,published_year,journal,stage,issue_type,severity,status,source_registry,source_field,revisit_reason,recommended_action,blocking_downstream,detected_at_utc
1838|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,1838,1838,Progressive encephalomyelitis with rigidity and myoclonus with multiple autoantibodies as a first manifestation of thymoma,Florea A.; Matei A.; Mitu C.E.; Popescu B.O.,2020,European Journal of Neurology,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490902+00:00
1877|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1877,1877,Can certain baseline characteristics in patients with stiff person syndrome (SPS) predict disease burden and functional outcomes?,Mukharesh L.; Fitzgerald K.; Wang Y.; Newsome S.,2020,Neurology,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:56:17.457941+00:00
1877|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,1877,1877,Can certain baseline characteristics in patients with stiff person syndrome (SPS) predict disease burden and functional outcomes?,Mukharesh L.; Fitzgerald K.; Wang Y.; Newsome S.,2020,Neurology,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=challenge | verification_status=llm_candidate_exact | llm_count_confidence=medium | challenge_reasons=semantic_validator_reject=COUNT_SPS_STATUS_UNCERTAIN | llm_selected_candidate_id=cand02 | The abstract explicitly reports a retrospective Johns Hopkins cohort of 186 patients with SPS-spectrum disorders, which directly supports an extractable SPS-spectrum cohort count of 186. However, because the phenotype list includes a 'pure cerebellar' subgroup without musculoskeletal symptoms/signs, SPS-spectrum membership may not be fully aligned with the review definition, so human review is warranted.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T10:35:02.564102+00:00
1898|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,1898,1898,"Anti-gad positive syndrome (stiff-man): A 9-years-case report of treatment, evolution and a review",De Camargo Carmello J.F.; Oliveira A.S.B.,2018,Diabetology and Metabolic Syndrome,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490914+00:00
1899|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,1899,1899,Stiff-person syndrome and type 1 diabetes mellitus: Report of a family,Faro F.N.; Bussular T.C.; Feder C.K.R.; Salles J.E.N.; Scalissi N.M.; Pereira M.V.,2018,Diabetology and Metabolic Syndrome,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490925+00:00
1899|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,1899,1899,Stiff-person syndrome and type 1 diabetes mellitus: Report of a family,Faro F.N.; Bussular T.C.; Feder C.K.R.; Salles J.E.N.; Scalissi N.M.; Pereira M.V.,2018,Diabetology and Metabolic Syndrome,05_proceedings_trim,trim_manual_review_required,medium,manual_review_required,text_trim_registry.csv,trim_status,"Proceedings detected, but the candidate did not match title/authors strongly enough.",Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496308+00:00
1899|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1899,1899,Stiff-person syndrome and type 1 diabetes mellitus: Report of a family,Faro F.N.; Bussular T.C.; Feder C.K.R.; Salles J.E.N.; Scalissi N.M.; Pereira M.V.,2018,Diabetology and Metabolic Syndrome,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:56:20.943697+00:00
1900|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,1900,1900,Stiff person syndrome exacerbations & therapeutic plasma exchange,Stiefel E.; Leeper J.; Alquist C.,2018,Journal of Clinical Apheresis,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490937+00:00
1901|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,1901,1901,Iatrogenic hypoglobulinemia due to the therapeutic plasma exchange: Managing the patient with allergies to blood products,Linnik Y.A.; Moiseff R.; Thomasson R.; Szczepiorkowski Z.; Dunbar N.,2018,Journal of Clinical Apheresis,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490949+00:00
1903|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,1903,1903,Stiff person's syndrome: Challenging symptom control,Thakolkaran N.T.; Kaur R.,2018,Journal of the American Geriatrics Society,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490963+00:00
1904|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1904,1904,Serial CSF studies of anti-GAD antibodies and GAD-IgG intrathecal synthesis in stiff-person syndrome (SPS): Correlation with disease severity and progression,Alexopoulos H.; Akrivou S.; Rakocevic G.; Dalakas M.,2018,Neurology,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:56:28.097272+00:00
1904|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,1904,1904,Serial CSF studies of anti-GAD antibodies and GAD-IgG intrathecal synthesis in stiff-person syndrome (SPS): Correlation with disease severity and progression,Alexopoulos H.; Akrivou S.; Rakocevic G.; Dalakas M.,2018,Neurology,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=challenge | verification_status=llm_candidate_exact | llm_count_confidence=medium | challenge_reasons=local_safer_abstention_conflict=32 vs 37; local_validation_conflict=32 vs 37 | llm_selected_candidate_id=cand01 | The abstract explicitly reports 5 patients with SPS and cerebellar disease (SPS-Cer), which is an SPS-spectrum subgroup and therefore safely countable. Although the text also mentions 32 typical SPS patients, the challenge note indicates unresolved conflict between counting only the explicit subgroup versus the broader combined cohort; under the instruction to prefer manual review when that conflict is not fully resolved, the safest supported listed candidate is 5.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T10:37:47.380454+00:00
1907|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1907,1907,Unrecognized respiratory manifestations of stiff person syndrome (SPS),Allen A.; Rakocevic G.; Woodford M.; Pack K.; Sexauer W.,2018,Neurology,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:56:28.100497+00:00
1908|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,1908,1908,Multiple antibody positive autoimmune encephalomyelitis; Role of immunosuppression in relapsing disease,Hussaini S.; Elwan S.; Singh G.; Simionescu L.; Beach R.,2018,Neurology,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper explicitly describes a single original patient with GlyR antibody-associated PERM, which is within the SPS spectrum. Because provenance uncertainty is flagged and confidence is not high, the count should still be manually reviewed.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T10:38:27.358782+00:00
1909|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1909,1909,"Autologous hematopoietic stem cell transplantation may be highly effective treatment for severe, treatment refractory stiff person syndrome",Georges G.; McSweeney P.; Bowen J.; Pearlman M.; Wundes A.; Von Geldern G.; Kraft G.; Weiss M.; Sytsma J.; McLaughlin B.; Nash R.,2018,Neurology,05b_proceedings_qc,proceedings_qc_follow_up_required,high,partial_truncated,proceedings_text_qc_registry.csv,qc_status,Trim does not start at a detected proceedings header.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:56:28.166215+00:00
1911|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1911,1911,Anti-GAD-65 associated progressive encephalomyelitis with rigidity and myoclonus following west NILE virus encephalitis,Loeb J.S.; Devine M.; Perven G.,2018,Neurology,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:56:28.169652+00:00
1912|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1912,1912,Defining the clinical spectrum of variant-stiff person syndrome: A case series,Shoemaker T.; Aljarallah S.; Lukish N.; Comisac M.; Saylor D.; Newsome S.,2018,Neurology,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:56:28.172938+00:00
1912|07_case_series_split|case_series_split_manual_review_required|case_series_split_registry.csv,1912,1912,Defining the clinical spectrum of variant-stiff person syndrome: A case series,Shoemaker T.; Aljarallah S.; Lukish N.; Comisac M.; Saylor D.; Newsome S.,2018,Neurology,07_case_series_split,case_series_split_manual_review_required,medium,manual_review_required,case_series_split_registry.csv,split_status,Could not find at least two distinct explicit case/patient headings.,Review case boundaries manually or mark the paper unsuitable for case-level splitting.,true,2026-05-07T11:48:48.539292+00:00
1913|07_case_series_split|case_series_split_manual_review_required|case_series_split_registry.csv,1913,1913,Improvement of stiff person syndrome symptoms during pregnancy,Esch M.; Newsome S.,2018,Neurology,07_case_series_split,case_series_split_manual_review_required,medium,manual_review_required,case_series_split_registry.csv,split_status,Could not find at least two distinct explicit case/patient headings.,Review case boundaries manually or mark the paper unsuitable for case-level splitting.,true,2026-05-07T11:48:48.539304+00:00
1916|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,1916,1916,A rare cause of progressive encephalopathy - PERM,Hartigan S.; Turner R.; Hastings J.,2018,Irish Journal of Medical Science,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490974+00:00
1918|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,1918,1918,Spasmodic reflex myoclonus-an characteristic electrophysiological manifestation for the diagnosis of Stiff-person syndrome,Tsai C.-H.,2018,Clinical Neurophysiology,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | This conference abstract reads as a single-patient electrophysiologic case description: it reports one SPS patient with specific EMG findings and a single anti-GAD65 value. Although the abstract does not explicitly state 'one patient,' the single-case conference routing and singular patient-level wording best support the 1-case candidate, but manual review is still warranted because the count is inferred rather than directly enumerated.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T10:40:52.704764+00:00
1921|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,1921,1921,Refractory anti-gad positive stiff-person syndrome controlled after rituximab therapy,Aragao V.; Braga E.; Marinho A.R.; Nobrega P.; Simabukuro M.; Ferreira G.; Maia F.,2018,Movement Disorders,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490986+00:00
1922|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,1922,1922,Stiff person syndrome presenting with spastic dysarthria,Persaud A.; Shneyder N.; Pulley M.; Giles S.,2018,Movement Disorders,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490998+00:00
1922|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,1922,1922,Stiff person syndrome presenting with spastic dysarthria,Persaud A.; Shneyder N.; Pulley M.; Giles S.,2018,Movement Disorders,05_proceedings_trim,trim_manual_review_required,medium,manual_review_required,text_trim_registry.csv,trim_status,Matched entry appears truncated or lacks sufficient abstract body content.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496326+00:00
1922|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1922,1922,Stiff person syndrome presenting with spastic dysarthria,Persaud A.; Shneyder N.; Pulley M.; Giles S.,2018,Movement Disorders,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:56:31.609090+00:00
1923|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,1923,1923,Intrathecal baclofen effects in stiff person syndrome: Clinical and instrumented gait analysis,Rocha M.S.; Terzian P.R.; Ferreira R.; Majdoub A.A.; Barbosa J.; Godinho F.,2018,Movement Disorders,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.491010+00:00
1923|07_case_series_split|case_series_split_manual_review_required|case_series_split_registry.csv,1923,1923,Intrathecal baclofen effects in stiff person syndrome: Clinical and instrumented gait analysis,Rocha M.S.; Terzian P.R.; Ferreira R.; Majdoub A.A.; Barbosa J.; Godinho F.,2018,Movement Disorders,07_case_series_split,case_series_split_manual_review_required,medium,manual_review_required,case_series_split_registry.csv,split_status,Could not find at least two distinct explicit case/patient headings.,Review case boundaries manually or mark the paper unsuitable for case-level splitting.,true,2026-05-07T11:48:48.539316+00:00
1924|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,1924,1924,Status dystonicus in a young person as an unusual presentation of stiff person syndrome: A case report,Di Luca D.G.; Bette S.; Luca C.; Singer C.,2018,Movement Disorders,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.491021+00:00
1924|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,1924,1924,Status dystonicus in a young person as an unusual presentation of stiff person syndrome: A case report,Di Luca D.G.; Bette S.; Luca C.; Singer C.,2018,Movement Disorders,05_proceedings_trim,trim_manual_review_required,medium,manual_review_required,text_trim_registry.csv,trim_status,Matched entry appears truncated or lacks sufficient abstract body content.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496339+00:00
1924|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1924,1924,Status dystonicus in a young person as an unusual presentation of stiff person syndrome: A case report,Di Luca D.G.; Bette S.; Luca C.; Singer C.,2018,Movement Disorders,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:56:33.536442+00:00
1931|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1931,1931,"""Stiff young woman"": Case report",Sousa M.; Varela R.; Carneiro D.; Januario C.; Morgadinho A.,2018,Movement Disorders,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:56:33.541556+00:00
1932|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1932,1932,An international survey of stiff person spectrum disorders: Exploring the clinical spectrum and unmet needs,Balint B.; Gatto E.; Etcheverry J.; Cesarini M.; Virginia Parisi V.; Rodriguez Violante M.; Garcia Ruiz P.; Bhatia K.,2018,Movement Disorders,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:56:33.548433+00:00
1937|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1937,1937,Prevalence of neurological anti-gad autoimmunity in martinique,Duclos S.; Cabre P.; Deligny C.; Signate A.,2020,Neurology,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:56:33.552271+00:00
1938|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1938,1938,Stiff-person spectrum disorders can be highly underdiagnosed in Russia: A retrospective analysis,Seliverstov Y.; Melnik E.; Fominykh V.; Skalnaya A.; Brylev L.,2020,Neurology,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:56:33.555502+00:00
1947|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,1947,1947,AN INTERESTING PRESENTATION OF STIFF-PERSON SYNDROME,Lezama K.; Hudey S.; Glaum M.,2020,"Annals of Allergy, Asthma and Immunology",05_proceedings_trim,trim_manual_review_required,medium,manual_review_required,text_trim_registry.csv,trim_status,Matched entry appears truncated or lacks sufficient abstract body content.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496352+00:00
1947|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1947,1947,AN INTERESTING PRESENTATION OF STIFF-PERSON SYNDROME,Lezama K.; Hudey S.; Glaum M.,2020,"Annals of Allergy, Asthma and Immunology",05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:56:33.562379+00:00
1949|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,1949,1949,Ocular Motor and Vestibular Characteristics of Antiglutamic Acid Decarboxylase-Associated Neurologic Disorders,Wang Y.; Tourkevich R.; Bosley J.; Gold D.R.; Newsome S.D.,2020,Journal of neuro-ophthalmology : the official journal of the North American Neuro-Ophthalmology Society,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper reports a mixed anti-GAD cohort of 22 patients with SPS or cerebellar ataxia, not an all-SPSD cohort. The only explicit SPS-spectrum subgroup count stated numerically is that 4 of the 8 early-dominant patients had additional features of SPS; although the 14 nondominant patients are described as 'most' having an SPS phenotype, that does not provide an exact extractable SPS count, so the safest supported candidate is 4. Provenance uncertainty and the likely larger but unquantified SPS subset require manual review.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T10:45:41.068251+00:00
2318|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,2318,2318,Progressive encephalomyelitis with rigidity and myoclonus: resolution after thymectomy.,"Clerinx, K; Breban, T; Schrooten, M; Leite, M I; Vincent, A; Verschakelen, J; Tousseyn, T; Vandenberghe, W",2011,Neurology,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This is an original single-patient case report of PERM, which is within the SPS-spectrum. The full text repeatedly describes one individual patient in detail; however, because the evidence pack flags possible provenance uncertainty, manual review should remain required.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T10:48:47.357873+00:00
2346|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,2346,2346,Thymoma-associated progressive encephalomyelitis with rigidity and myoclonus successfully treated with thymectomy and intravenous immunoglobulin.,"Uehara, Taira; Murai, Hiroyuki; Yamasaki, Ryo; Kikuchi, Hitoshi; Shigeto, Hiroshi; Ohyagi, Yasumasa; Kira, Jun-Ichi",2011,European neurology,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | This is presented as an original single-patient PERM case report: the title and body explicitly describe 'a case' and then detail one 52-year-old woman. Because the evidence pack flags possible prior description/provenance uncertainty, the safest choice is the 1-case candidate with manual review retained.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T10:49:08.838418+00:00
2442|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,2442,2442,Supranuclear gaze palsy in glycine receptor antibody-positive progressive encephalomyelitis with rigidity and myoclonus.,"Peeters, Elke; Vanacker, Peter; Woodhall, Mark; Vincent, Angela; Schrooten, Maarten; Vandenberghe, Wim",2012,Movement disorders : official journal of the Movement Disorder Society,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper is framed as a single-patient case report and explicitly presents one 37-year-old man with glycine receptor antibody-positive PERM, which is within the SPS spectrum. Because the evidence pack flags original cohort provenance uncertainty ('performed as previously described'), the safest choice is the 1-case candidate with manual review retained.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T10:52:18.139327+00:00
2461|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,2461,2461,Anti-glycine receptor antibody mediated progressive encephalomyelitis with rigidity and myoclonus associated with breast cancer.,"De Blauwe, Sofie N; Santens, Patrick; Vanopdenbosch, Ludo J",2013,Case reports in neurological medicine,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This paper is a single case report and explicitly describes one 66-year-old woman with PERM, which is within the SPS-spectrum definition. Although the article also reviews previously reported cases, the original extractable cohort in this paper is one patient; manual review remains appropriate because provenance uncertainty was flagged.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T10:52:38.836788+00:00
2601|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,2601,2601,Progressive Encephalomyelitis with Rigidity and Myoclonus in an Intellectually Disabled Patient Mimicking Neuroleptic Malignant Syndrome.,"Xu, Zheyu; Prasad, Kalpana; Yeo, Tianrong",2017,Journal of movement disorders,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This is a single-patient case report with explicit text stating the authors present one case that was eventually diagnosed as PERM, which is within the SPS spectrum. Candidate cand01 matches the explicit diagnosis-specific subgroup count of 1; however, manual review remains appropriate because the evidence pack flags original cohort provenance uncertainty.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T10:55:18.563074+00:00
2606|07_case_series_split|case_series_split_manual_review_required|case_series_split_registry.csv,2606,2606,Evaluation of Treatment Outcomes in Patients with Stiff Person Syndrome with Rituximab vs. Standard of Care.,"Rineer, Stephen; Fretwell, Timothy",2017,Cureus,07_case_series_split,case_series_split_manual_review_required,medium,manual_review_required,case_series_split_registry.csv,split_status,Could not find at least two distinct explicit case/patient headings.,Review case boundaries manually or mark the paper unsuitable for case-level splitting.,true,2026-05-07T11:48:48.539367+00:00
2617|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,2617,2617,Paraneoplastic Stiff Person Syndrome Secondary to Pancreatic Adenocarcinoma.,"Yong, Stephanie Yu Shan; Teo, Jin Yao; Yong, Kok Pin; Goh, Brian K P",2018,Journal of gastrointestinal surgery : official journal of the Society for Surgery of the Alimentary Tract,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | This is an original single-patient case report of paraneoplastic stiff person syndrome secondary to pancreatic adenocarcinoma. The text repeatedly describes one female patient with diagnosis-supported SPS, but because provenance is flagged uncertain, manual review should remain required.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T10:56:57.800054+00:00
