covidence_id,ref,study,title,authors,published_year,journal,doi,tags,card_identifier_text,card_first_author,card_year,card_authors_full,card_publication_title,card_title_matches_export,card_authors_match_export,card_year_matches_export,pdf_filename,pdf_path_relative,pdf_path_absolute,local_file_count,download_status,manifest_status,download_method,download_url,manifest_error
1426,617704982,Woodford 2017,Respiratory manifestations of stiff person syndrome (SPS),Woodford M.R.; Pack K.; Allen A.; Rakocevic G.; Sexauer W.P.,2017,American Journal of Respiratory and Critical Care Medicine,http://dx.doi.org/10.1164/ajrccmconference.2017.C40,Clinical manifestations,#1426 – Woodford 2017,Woodford,2017,Woodford M.R.; Pack K.; Allen A.; Rakocevic G.; Sexauer W.P.,Respiratory manifestations of stiff person syndrome (SPS),true,true,true,1426_Woodford M.R. et al. - 2017 - Respiratory manifestations of stiff person syndrom.pdf,data\pdf_original\1426_Woodford M.R. et al. - 2017 - Respiratory manifestations of stiff person syndrom.pdf,C:\Projects\sps-review\data\pdf_original\1426_Woodford M.R. et al. - 2017 - Respiratory manifestations of stiff person syndrom.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277660952/Woodford%20M.R.%20et%20al.%20-%202017%20-%20Respiratory%20manifestations%20of%20stiff%20person%20syndrom.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T193351Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=54f4329d98c5b74dc07c3658392cda5a92f8b2e94a386a2dce10986b23980cff,
1433,618563109,Dai 2017,Early empirical treatment of antibody-negative autoimmune/paraneoplastic encephalitis with immunosuppression,Dai P.; Lin M.-W.; Mahant N.; Gao B.; Brown D.,2017,Internal Medicine Journal,http://dx.doi.org/10.1111/imj.7_13579,Clinical manifestations; Treatment,#1433 – Dai 2017,Dai,2017,Dai P.; Lin M.-W.; Mahant N.; Gao B.; Brown D.,Early empirical treatment of antibody-negative autoimmune/paraneoplastic encephalitis with immunosuppression,true,true,true,1433_imj.7_13579.pdf,data\pdf_original\1433_imj.7_13579.pdf,C:\Projects\sps-review\data\pdf_original\1433_imj.7_13579.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277660972/imj.7_13579.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T181918Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=bbe930a0d46694df726a83c0d817fe693cf69256b748a1058d22ffc5c32efcc2,
1437,619001147,Ogilvie 2017,Acute lower limb spasticity: Stiff person syndrome responsive to immunomodulatory therapy in an adolescent female,Ogilvie R.; Kolski H.,2017,Canadian Journal of Neurological Sciences,http://dx.doi.org/10.1017/cjn.2017.111,,#1437 – Ogilvie 2017,Ogilvie,2017,Ogilvie R.; Kolski H.,Acute lower limb spasticity: Stiff person syndrome responsive to immunomodulatory therapy in an adolescent female,true,true,true,1437_Ogilvie R. and Kolski H. - 2017 - Acute lower limb spasticity Stiff person syndrome.pdf,data\pdf_original\1437_Ogilvie R. and Kolski H. - 2017 - Acute lower limb spasticity Stiff person syndrome.pdf,C:\Projects\sps-review\data\pdf_original\1437_Ogilvie R. and Kolski H. - 2017 - Acute lower limb spasticity Stiff person syndrome.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277660984/Ogilvie%20R.%20and%20Kolski%20H.%20-%202017%20-%20Acute%20lower%20limb%20spasticity%20Stiff%20person%20syndrome.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T185700Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=ab307f5af8f687ae7088b64d36d54f011074ed14110289d506166b43c831fe5f,
1439,619084465,Rakocevic 2017,Unrecognized respiratory manifestations of stiff person syndrome (SPS),Rakocevic G.; Woodford M.; Pack K.; Allen A.; Sexaur W.,2017,Annals of Neurology,http://dx.doi.org/10.1002/ana.25024,Clinical manifestations,#1439 – Rakocevic 2017,Rakocevic,2017,Rakocevic G.; Woodford M.; Pack K.; Allen A.; Sexaur W.,Unrecognized respiratory manifestations of stiff person syndrome (SPS),true,true,true,1439_Rakocevic G. et al. - 2017 - Unrecognized respiratory manifestations of stiff p.pdf,data\pdf_original\1439_Rakocevic G. et al. - 2017 - Unrecognized respiratory manifestations of stiff p.pdf,C:\Projects\sps-review\data\pdf_original\1439_Rakocevic G. et al. - 2017 - Unrecognized respiratory manifestations of stiff p.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277660988/Rakocevic%20G.%20et%20al.%20-%202017%20-%20Unrecognized%20respiratory%20manifestations%20of%20stiff%20p.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T190642Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=a6379468b4889d641229ad0e0498621999c4b8fe8c679bb2c896c969db488d35,
1441,619358880,Shoemaker 2017,Spectrum of stiff person syndrome expands with presence of retinal pathology,Shoemaker T.; Rothman A.; Prince J.; Saidha S.; Calabresi P.A.; Newsome S.D.,2017,Multiple Sclerosis Journal,http://dx.doi.org/10.1177/1352458517731404,Clinical manifestations,#1441 – Shoemaker 2017,Shoemaker,2017,Shoemaker T.; Rothman A.; Prince J.; Saidha S.; Calabresi P.A.; Newsome S.D.,Spectrum of stiff person syndrome expands with presence of retinal pathology,true,true,true,1441_1352458517731404.pdf,data\pdf_original\1441_1352458517731404.pdf,C:\Projects\sps-review\data\pdf_original\1441_1352458517731404.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277660995/1352458517731404.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T191845Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=cb4deb23089815fb1dc0fd45f33390ab6e63c510351848b03f22a0d4b438b02c,
1446,620185529,Tani 2017,Neurologic disorders associated with anti-glutamic acid decarboxylase antibodies: Comparison of anti-GAD antibodies titer and time-dependent changes between neurologic disease and type I diabetes mellitus,Tani H.; Hideto N.; Kiichi U.; Toshifumi H.; Shimon I.; Fumiharu K.; Shigeki A.,2017,Journal of the Neurological Sciences,http://dx.doi.org/10.1016/j.jns.2017.08.2554,Clinical manifestations; Immunological - Lab tests,#1446 – Tani 2017,Tani,2017,Tani H.; Hideto N.; Kiichi U.; Toshifumi H.; Shimon I.; Fumiharu K.; Shigeki A.,Neurologic disorders associated with anti-glutamic acid decarboxylase antibodies: Comparison of anti-GAD antibodies titer and time-dependent changes between neurologic disease and type I diabetes mellitus,true,true,true,1446_Tani H. et al. - 2017 - Neurologic disorders associated with anti-glutamic.pdf,data\pdf_original\1446_Tani H. et al. - 2017 - Neurologic disorders associated with anti-glutamic.pdf,C:\Projects\sps-review\data\pdf_original\1446_Tani H. et al. - 2017 - Neurologic disorders associated with anti-glutamic.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277661005/Tani%20H.%20et%20al.%20-%202017%20-%20Neurologic%20disorders%20associated%20with%20anti-glutamic.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T192408Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=c6b377e4ed1fd69d8a8374a34c7712bbc7b2e564a9baf839e0dc8861a62fd73b,
1447,620214484,Amin 2017,"Hypokinesia, brainstem involvement, rigidity and exaggerated startle in a child with glycine receptors antibodies",Amin S.; Hameed B.; Babiker M.O.E.,2017,Developmental Medicine and Child Neurology,http://dx.doi.org/10.1111/dmcn.13623,Clinical manifestations,#1447 – Amin 2017,Amin,2017,Amin S.; Hameed B.; Babiker M.O.E.,"Hypokinesia, brainstem involvement, rigidity and exaggerated startle in a child with glycine receptors antibodies",true,true,true,"1447_Amin S. et al. - 2017 - Hypokinesia, brainstem involvement, rigidity and e.pdf","data\pdf_original\1447_Amin S. et al. - 2017 - Hypokinesia, brainstem involvement, rigidity and e.pdf","C:\Projects\sps-review\data\pdf_original\1447_Amin S. et al. - 2017 - Hypokinesia, brainstem involvement, rigidity and e.pdf",1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277661008/Amin%20S.%20et%20al.%20-%202017%20-%20Hypokinesia%2C%20brainstem%20involvement%2C%20rigidity%20and%20e.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T180656Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=4f05fa5fceb1c50fc8c2fc1962ea38ff1e49c0973baad394d63bb44ac17f02ec,
1451,620886474,Rutzen-Lopez 2017,Spontaneous bilateral hip fractures in a paraneoplastic stiff person patient with severe spasticity: A case report,Rutzen-Lopez I.M.; Fu J.B.; Yadav R.,2017,PM and R,,Clinical manifestations,#1451 – Rutzen-Lopez 2017,Rutzen-Lopez,2017,Rutzen-Lopez I.M.; Fu J.B.; Yadav R.,Spontaneous bilateral hip fractures in a paraneoplastic stiff person patient with severe spasticity: A case report,true,true,true,1451_Rutzen-Lopez-2017-Spontaneous bilateral hip fr.pdf,data\pdf_original\1451_Rutzen-Lopez-2017-Spontaneous bilateral hip fr.pdf,C:\Projects\sps-review\data\pdf_original\1451_Rutzen-Lopez-2017-Spontaneous bilateral hip fr.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277661017/Rutzen-Lopez-2017-Spontaneous%20bilateral%20hip%20fr.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T191042Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=12386ca879720905aa9f96646859f9047244c4763afe14cc07199b16e3272558,
1452,620886586,Patel 2017,A stiff diagnosis: An unusual case of low back pain,Patel K.G.; Montero-Cruz F.-R.L.; Vishnubhakat S.M.,2017,PM and R,,Treatment,#1452 – Patel 2017,Patel,2017,Patel K.G.; Montero-Cruz F.-R.L.; Vishnubhakat S.M.,A stiff diagnosis: An unusual case of low back pain,true,true,true,1452_Patel-2017-A stiff diagnosis_ An unusual case.pdf,data\pdf_original\1452_Patel-2017-A stiff diagnosis_ An unusual case.pdf,C:\Projects\sps-review\data\pdf_original\1452_Patel-2017-A stiff diagnosis_ An unusual case.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277661019/Patel-2017-A%20stiff%20diagnosis_%20An%20unusual%20case.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T190000Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=7901b490bdedefed915462a2f5cfc5b0e473156e92bf5c012dced3fc290b9898,
1453,620886896,Lee 2017,Stiff person syndrome without axial stiffness or hyperekplexia: A case report,Lee M.,2017,PM and R,,Treatment,#1453 – Lee 2017,Lee,2017,Lee M.,Stiff person syndrome without axial stiffness or hyperekplexia: A case report,true,true,true,1453_Lee-2017-Stiff person syndrome without axial s.pdf,data\pdf_original\1453_Lee-2017-Stiff person syndrome without axial s.pdf,C:\Projects\sps-review\data\pdf_original\1453_Lee-2017-Stiff person syndrome without axial s.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277661021/Lee-2017-Stiff%20person%20syndrome%20without%20axial%20s.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T184350Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=0a13c6093fc2d4e4ab8721defdbfc00aac127d9349b27930645fa922c70f9033,
1458,621657254,Rakocevic 2017,Unrecognized respiratory manifestations of stiff person syndrome,Rakocevic G.; Allen A.; Pack K.; Woodford M.; Sexauer W.,2017,Muscle and Nerve,,Clinical manifestations,#1458 – Rakocevic 2017,Rakocevic,2017,Rakocevic G.; Allen A.; Pack K.; Woodford M.; Sexauer W.,Unrecognized respiratory manifestations of stiff person syndrome,true,true,true,1458_Muscle and Nerve - 2017 - - American Association of Neuromuscular Electrodiagnostic Medicine Annual Meeting Abstracts (1).pdf,data\pdf_original\1458_Muscle and Nerve - 2017 - - American Association of Neuromuscular Electrodiagnostic Medicine Annual Meeting Abstracts (1).pdf,C:\Projects\sps-review\data\pdf_original\1458_Muscle and Nerve - 2017 - - American Association of Neuromuscular Electrodiagnostic Medicine Annual Meeting Abstracts (1).pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277661031/Muscle%20and%20Nerve%20-%202017%20-%20%20-%20American%20Association%20of%20Neuromuscular%20%20%20Electrodiagnostic%20Medicine%20Annual%20Meeting%20Abstracts%20%281%29.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T190419Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=c5aca8fc04e6ecb6697261799ce4d84e5c6e78bc22587a25ce83dda04a0fd8aa,
1470,615241064,Hara 2017,DPPX antibody-associated encephalitis Main syndrome and antibody effects,Hara M.; Arino H.; Petit-Pedrol M.; Sabater L.; Titulaer M.J.; Hernandez E.M.; Schreurs M.W.J.; Rosenfeld M.R.; Graus F.; Dalmau J.,2017,Neurology,http://dx.doi.org/10.1212/WNL.0000000000003796,Immunological - Lab tests; Treatment,#1470 – Hara 2017,Hara,2017,Hara M.; Arino H.; Petit-Pedrol M.; Sabater L.; Titulaer M.J.; Hernandez E.M.; Schreurs M.W.J.; Rosenfeld M.R.; Graus F.; Dalmau J.,DPPX antibody-associated encephalitis Main syndrome and antibody effects,true,true,true,1470_Hara M. et al. - 2017 - DPPX antibody-associated encephalitis Main syndrom.pdf,data\pdf_original\1470_Hara M. et al. - 2017 - DPPX antibody-associated encephalitis Main syndrom.pdf,C:\Projects\sps-review\data\pdf_original\1470_Hara M. et al. - 2017 - DPPX antibody-associated encephalitis Main syndrom.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277661058/Hara%20M.%20et%20al.%20-%202017%20-%20DPPX%20antibody-associated%20encephalitis%20Main%20syndrom.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T183447Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=e8eeb45e319adf87bb064f70ac3adfd690cf8476fd1c57a146f8b155a4dd9dc7,
1476,617757430,Borellini 2017,Progressive encephalomyelitis with rigidity and myoclonus associated with anti-GlyR antibodies and Hodgkin's lymphoma: A case report,Borellini L.; Lanfranconi S.; Bonato S.; Trezzi I.; Franco G.; Torretta L.; Bresolin N.; Di Fonzo A.B.,2017,Frontiers in Neurology,http://dx.doi.org/10.3389/fneur.2017.00401,Clinical manifestations,#1476 – Borellini 2017,Borellini,2017,Borellini L.; Lanfranconi S.; Bonato S.; Trezzi I.; Franco G.; Torretta L.; Bresolin N.; Di Fonzo A.B.,Progressive encephalomyelitis with rigidity and myoclonus associated with anti-GlyR antibodies and Hodgkin's lymphoma: A case report,true,true,true,1476_Borellini L. et al. - 2017 - Progressive encephalomyelitis with rigidity and my.pdf,data\pdf_original\1476_Borellini L. et al. - 2017 - Progressive encephalomyelitis with rigidity and my.pdf,C:\Projects\sps-review\data\pdf_original\1476_Borellini L. et al. - 2017 - Progressive encephalomyelitis with rigidity and my.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277661073/Borellini%20L.%20et%20al.%20-%202017%20-%20Progressive%20encephalomyelitis%20with%20rigidity%20and%20my.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T181202Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=abddf82efc0428b8f1368ceffe5f978322cd14653e08f7e867f487eceee8fe08,
1479,618456095,Razmeh 2017,Stiff person case misdiagnosed as conversion disorder: A case report,Razmeh S.; Habibi A.H.; Sina F.; Alizadeh E.; Eslami M.,2017,Caspian Journal of Internal Medicine,http://dx.doi.org/10.22088/cjim.8.4.329,,#1479 – Razmeh 2017,Razmeh,2017,Razmeh S.; Habibi A.H.; Sina F.; Alizadeh E.; Eslami M.,Stiff person case misdiagnosed as conversion disorder: A case report,true,true,true,1479_Razmeh S. et al. - 2017 - Stiff person case misdiagnosed as conversion disor.pdf,data\pdf_original\1479_Razmeh S. et al. - 2017 - Stiff person case misdiagnosed as conversion disor.pdf,C:\Projects\sps-review\data\pdf_original\1479_Razmeh S. et al. - 2017 - Stiff person case misdiagnosed as conversion disor.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277661079/Razmeh%20S.%20et%20al.%20-%202017%20-%20Stiff%20person%20case%20misdiagnosed%20as%20conversion%20disor.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T190644Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=952cb04611e4a92ce4d8441daee596e3962cccc94a815cff0c3d8c2a977e72c6,
1501,624550055,Wang 2018,Ocular motor function in stiff person syndrome-Role of GABA and beyond,Wang F.; Neilson L.; Wang H.; Wilmot G.; Shaikh A.,2018,Movement Disorders,,Clinical manifestations,#1501 – Wang 2018,Wang,2018,Wang F.; Neilson L.; Wang H.; Wilmot G.; Shaikh A.,Ocular motor function in stiff person syndrome-Role of GABA and beyond,true,true,true,1501_Wang - Ocular motor function in stiff person syndrome.pdf,data\pdf_original\1501_Wang - Ocular motor function in stiff person syndrome.pdf,C:\Projects\sps-review\data\pdf_original\1501_Wang - Ocular motor function in stiff person syndrome.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277661136/Wang%20-%20Ocular%20motor%20function%20in%20stiff%20person%20syndrome.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T193127Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=44ad7929e54c69727ac4dbb83074ab48477a6e30f99d416b655f10db57e6ceed,
1504,624550665,Munteanu 2018,"Progressive encephalomyelitis with rigidity and myoclonus (PERM): Phenomenology, investigations and management of two recent cases",Munteanu T.; Lamas-Osorio Y.; Cullinane P.; Lynch T.,2018,Movement Disorders,,Clinical manifestations; Immunological - Lab tests; Treatment,#1504 – Munteanu 2018,Munteanu,2018,Munteanu T.; Lamas-Osorio Y.; Cullinane P.; Lynch T.,"Progressive encephalomyelitis with rigidity and myoclonus (PERM): Phenomenology, investigations and management of two recent cases",true,true,true,1504_Munteanu - Progressive encephalomyelitis with rigidity and myoclonus (PERM).pdf,data\pdf_original\1504_Munteanu - Progressive encephalomyelitis with rigidity and myoclonus (PERM).pdf,C:\Projects\sps-review\data\pdf_original\1504_Munteanu - Progressive encephalomyelitis with rigidity and myoclonus (PERM).pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277661143/Munteanu%20-%20Progressive%20encephalomyelitis%20with%20rigidity%20and%20myoclonus%20%28PERM%29.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T185450Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=a3738a4040e37933702ac333618514533d4e1dfbba917af0765d032ec2876217,
1505,624570620,Rakocevic 2018,Quantitative clinical and autoimmune assessments in stiff person syndrome: Evidence for a progressive disorder,Rakocevic G.; Alexopoulos H.; Dalakas M.,2018,Muscle and Nerve,,Clinical manifestations; Immunological - Lab tests,#1505 – Rakocevic 2018,Rakocevic,2018,Rakocevic G.; Alexopoulos H.; Dalakas M.,Quantitative clinical and autoimmune assessments in stiff person syndrome: Evidence for a progressive disorder,true,true,true,1505_Rakocevic 2018.pdf,data\pdf_original\1505_Rakocevic 2018.pdf,C:\Projects\sps-review\data\pdf_original\1505_Rakocevic 2018.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277661146/Rakocevic%202018.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T190419Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=6a961ec49d2312e66737ba42cf8b0a55b6582742619f0b706f957c16f1358744,
1511,625817351,Delorme 2018,Stiff-limb syndrome: Thinking about that!,Delorme A.; Pencu D.E.; De Saint-Hubert G.,2018,Acta Clinica Belgica: International Journal of Clinical and Laboratory Medicine,http://dx.doi.org/10.1080/17843286.2018.1542267,Clinical manifestations; Electrophysiology; Review Article; Treatment,#1511 – Delorme 2018,Delorme,2018,Delorme A.; Pencu D.E.; De Saint-Hubert G.,Stiff-limb syndrome: Thinking about that!,true,true,true,1511_Delorme A. et al. - 2018 - Stiff-limb syndrome Thinking about that!.pdf,data\pdf_original\1511_Delorme A. et al. - 2018 - Stiff-limb syndrome Thinking about that!.pdf,C:\Projects\sps-review\data\pdf_original\1511_Delorme A. et al. - 2018 - Stiff-limb syndrome Thinking about that!.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277661158/Delorme%20A.%20et%20al.%20-%202018%20-%20Stiff-limb%20syndrome%20Thinking%20about%20that%21.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T182247Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=1cf48e1e52979d11bf961feff5154a64ce26db6cbb9f2a560742c4555a55f0c5,
1528,621383573,Hinson 2018,Glycine receptor modulating antibody predicting treatable stiff-person spectrum disorders,Hinson S.R.; Lopez-Chiriboga A.S.; Bower J.H.; Matsumoto J.Y.; Hassan A.; Basal E.; Lennon V.A.; Pittock S.J.; McKeon A.,2018,Neurology: Neuroimmunology and NeuroInflammation,http://dx.doi.org/10.1212/NXI.0000000000000438,Clinical manifestations; Treatment,#1528 – Hinson 2018,Hinson,2018,Hinson S.R.; Lopez-Chiriboga A.S.; Bower J.H.; Matsumoto J.Y.; Hassan A.; Basal E.; Lennon V.A.; Pittock S.J.; McKeon A.,Glycine receptor modulating antibody predicting treatable stiff-person spectrum disorders,true,true,true,1528_Hinson S.R. et al. - 2018 - Glycine receptor modulating antibody predicting tr.pdf,data\pdf_original\1528_Hinson S.R. et al. - 2018 - Glycine receptor modulating antibody predicting tr.pdf,C:\Projects\sps-review\data\pdf_original\1528_Hinson S.R. et al. - 2018 - Glycine receptor modulating antibody predicting tr.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277661187/Hinson%20S.R.%20et%20al.%20-%202018%20-%20Glycine%20receptor%20modulating%20antibody%20predicting%20tr.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T183454Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=227001ee9ec3530bbe2c40c01863dbf147c68dc3be967d0fc4f6cf9db5adb2bd,
1529,621500510,Erkoyun 2018,Paraneoplastic neurologic syndromes: Rare but more common than expected nine cases with a literature review,Erkoyun H.U.; Gundogan S.; Secil Y.; Beckmann Y.; Incesu T.K.; Ture H.S.; Akhan G.,2018,Turk Noroloji Dergisi,http://dx.doi.org/10.4274/tnd.05900,,#1529 – Erkoyun 2018,Erkoyun,2018,Erkoyun H.U.; Gundogan S.; Secil Y.; Beckmann Y.; Incesu T.K.; Ture H.S.; Akhan G.,Paraneoplastic neurologic syndromes: Rare but more common than expected nine cases with a literature review,true,true,true,1529_Erkoyun H.U. et al. - 2018 - Paraneoplastic neurologic syndromes Rare but more.pdf,data\pdf_original\1529_Erkoyun H.U. et al. - 2018 - Paraneoplastic neurologic syndromes Rare but more.pdf,C:\Projects\sps-review\data\pdf_original\1529_Erkoyun H.U. et al. - 2018 - Paraneoplastic neurologic syndromes Rare but more.pdf,1,downloaded,downloaded,direct_fetch,https://regroup-production.s3.amazonaws.com/documents/ReviewReference/277661188/Erkoyun%20H.U.%20et%20al.%20-%202018%20-%20Paraneoplastic%20neurologic%20syndromes%20Rare%20but%20more.pdf?response-content-type=application%2Fpdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYSFKCAWYQ4D5IUHG%2F20260301%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260301T182503Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=247865d59d709527441a208d1e4653c7bb588e5cf10d33981420d9300e69be48,
