paper_id,covidence_id,reference_present,reference_match_status,ref,study,title,authors,published_year,published_month,journal,volume,issue,pages,accession_number,doi,notes,tags,card_identifier_text,card_first_author,card_year,card_authors_full,card_publication_title,card_title_matches_export,card_authors_match_export,card_year_matches_export,pdf_present,pdf_file_count,pdf_filenames,pdf_paths_relative,download_status,download_manifest_status,download_method,download_error,download_finished_at_utc,text_json_present,text_json_path,text_preclean_json_present,text_preclean_json_path,text_preclean_stage2_json_present,text_preclean_stage2_json_path,text_source_filename,text_source_sha256,text_extracted_at_utc,text_n_pages,text_needs_ocr,text_ocr_applied,text_ocr_error,text_cleanup_applied,text_cleanup_profile,text_cleanup_applied_at_utc,text_cleanup_source_strategy,text_cleanup_original_extractor,text_cleanup_changed_page_count,text_cleanup_source_json_path,text_cleanup_source_json_sha256,text_cleanup_source_pdf_path,text_cleanup_source_pdf_sha256,text_cleanup_stage2_applied,text_cleanup_stage2_profile,text_cleanup_stage2_applied_at_utc,text_cleanup_stage2_source_strategy,text_cleanup_stage2_changed_page_count,text_cleanup_stage2_source_json_path,text_cleanup_stage2_source_json_sha256,text_cleanup_stage2_source_pdf_path,text_cleanup_stage2_source_pdf_sha256,text_cleanup_stage2_source_page_start,text_cleanup_stage2_source_page_end,text_cleanup_stage2_ocr_dpi,text_cleanup_stage2_ocr_psm,text_cleanup_stage2_ocr_grayscale,text_trim_status,text_trim_reason,text_trimmed_present,text_trimmed_path,text_proceedings_ready_present,text_proceedings_ready_path,text_proceedings_ready_source_kind,text_proceedings_ready_text_mode,text_proceedings_ready_reason,text_trim_method,text_trim_match_score,text_trim_start_page,text_trim_end_page,text_trim_source_text_json_path,source_categorisation_present,source_category,source_subtype,source_classification_confidence,source_likely_case_count,source_case_count_present,source_count_eligible,source_likely_sps_case_count,source_count_confidence,source_count_basis,source_count_manual_review_required,source_count_reason,source_count_version,source_counted_at_utc,source_contains_individual_level_data,source_contains_group_level_data,source_case_series_split_candidate,source_preferred_langextract_mode,source_langextract_eligible,source_manual_review_required,source_recommended_next_action,source_categorisation_reason,source_categorised_at_utc,source_manual_override_present,resolved_source_category,resolved_source_subtype,resolved_source_confidence,resolved_source_route_source,resolved_source_notes,resolved_source_alignment_tag,resolved_review_batch,resolved_reviewed_at_utc,resolved_case_series_split_candidate,resolved_langextract_mode,resolved_langextract_eligible,proceedings_qc_present,proceedings_qc_status,proceedings_qc_manual_follow_up_required,proceedings_qc_validated_text_json_path,proceedings_qc_best_match_page_index,proceedings_qc_title_score,proceedings_qc_author_score,proceedings_qc_combined_score,proceedings_qc_checked_at_utc,case_series_split_present,case_series_split_status,case_series_split_reason,case_series_split_method,case_series_split_case_count,case_series_split_text_json_path,stage07_xml_present,stage07_xml_registry_present,stage07_xml_paper_json_path,stage07_xml_annotated_text_path,stage07_xml_segments_json_path,stage07_xml_target_views_dir,stage07_xml_validation_json_path,stage07_xml_validation_status,stage07_xml_roundtrip_status,stage07_xml_n_target_views,stage07_xml_n_ready_target_views,stage07_xml_ready_for_langextract,stage07_xml_manual_review_required,stage07_xml_stage06_diverged,stage07_xml_manifest_run_id,langextract_raw_present,langextract_raw_path,langextract_model_id,langextract_generated_at_utc,langextract_total_extraction_count,summary_json_present,summary_json_path,summary_model_id,summary_generated_at_utc,summary_total_extraction_count,quality_raw_present,quality_raw_path,quality_model_id,quality_generated_at_utc,quality_publication_type,quality_extraction_count,quality_record_present,quality_record_path,quality_record_model_id,quality_record_generated_at_utc,quality_record_publication_type,quality_missing_field_count,artifact_types_present,registry_updated_at_utc
6185,6185,true,matched_reference,,Pretorius 2013,Stiff person syndrome (SPS): Literature review and case report,"Pretorius, E.; Struwig, W.",2013,Nov,South African Journal of Psychiatry,19,4,228-231,WOS:000330142000007,10.7196/sajp.429,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper presents a detailed clinical description of a single patient with SPS, including history, examination, investigations, treatment, and follow-up. No other original SPS-spectrum patients are described.",llm_v1_gpt4.1,2026-04-05T20:48:03.372579+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a classic single case report: the paper provides a literature review followed by an in-depth account of one SPS patient, with individual-level clinical data and outcome. There is no evidence of additional original SPS cases.",2026-04-05T20:48:03.372540+00:00,false,single_case_report,case_report,high,heuristic,"This is a classic single case report: the paper provides a literature review followed by an in-depth account of one SPS patient, with individual-level clinical data and outcome. There is no evidence of additional original SPS cases.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.818696+00:00
6198,6198,true,matched_reference,,Pugliese 1993,ASSOCIATION OF HLA-DQB1-ASTERISK-0201 WITH STIFF-MAN SYNDROME,"Pugliese, A.; Solimena, M.; Awdeh, Z. L.; Alper, C. A.; Bugawan, T.; Erlich, H. A.; Decamilli, P.; Eisenbarth, G. S.",1993,Dec,Journal of Clinical Endocrinology & Metabolism,77,6,1550-1553,WOS:A1993MM20200021,10.1210/jc.77.6.1550,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,observational_group_study,retrospective_or_cohort_group_study,high,18,true,true,18,high,llm_joint_extraction,false,"The paper explicitly states that 18 patients with Stiff-Man Syndrome (SMS) were studied, and Table 1 provides individual-level clinical and genetic data for all 18. These are original patients recruited for this immunogenetic study.",llm_v1_gpt4.1,2026-04-05T20:48:22.356910+00:00,true,true,false,group,true,false,run_langextract_group,"This is an observational group study of 18 original SMS patients, with both individual-level and group-level data reported. The study investigates HLA allele associations in this cohort, providing detailed clinical and laboratory information.",2026-04-05T20:48:22.356889+00:00,false,observational_group_study,retrospective_or_cohort_group_study,high,heuristic,"This is an observational group study of 18 original SMS patients, with both individual-level and group-level data reported. The study investigates HLA allele associations in this cohort, providing detailed clinical and laboratory information.",,,,false,group,true,false,,,,,,,,,false,manual_review_required,Could not find at least two distinct explicit case/patient headings.,,0,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.818739+00:00
6204,6204,true,matched_reference,,Rafai 2009,Stiff Main syndrome good outcome after methylprednisolone pulse,"Rafai, M. A.; Oumari, S.; Boulaajaj, F. Z.; El Moutawakkil, B.; Slassi, I.",2009,,Movement Disorders,24,,S453-S453,WOS:000266618101594,,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,false,,false,,llm_validated,trimmed_abstract,LLM selected an existing end candidate as the exact abstract boundary.,page_local_sliding_window_match,0.7455,452,452,data\extraction_json\text\6204.json,true,unclear_manual_review,unclear,high,,true,false,,,,false,,llm_v1_gpt4.1,2026-04-05T20:48:47.600928+00:00,false,false,false,manual_review,false,false,review_source_category,Manual review: batch_13_20,2026-04-05T20:48:47.600908+00:00,true,conference_abstract,single_case_conference_abstract,reviewed,manual_review,batch_13_20,,2026-03-03T00:00:00Z,appears_matched,false,individual,true,true,confirmed_full,false,data\extraction_json\text_trimmed\6204.json,452,0.5687,1.0000,0.6766,2026-04-06T13:57:48.260438+00:00,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count; proceedings_qc,2026-04-26T16:20:34.818783+00:00
6219,6219,true,matched_reference,,Schestatsky 2010,Visual-induced startle reactions in a patient with stiff limb syndrome,"Schestatsky, P.; Pizzol, A. D.; Cabral, L.; Schuh, A. S.; Roriz-Cruz, M.; Batistela, F.; Monte, T. L.; Bianchin, M. M.; Rieder, C. R. M.",2010,,Movement Disorders,25,7,S524-S524,WOS:000278341101477,,Gustavo  Da Prat (2023-06-22 07:14:41)(Select): abstract 1022;,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,Matched entry appears truncated or lacks sufficient abstract body content.,false,,false,,llm_validated,trimmed_abstract,LLM selected an existing end candidate as the exact abstract boundary.,,0.9909,343,343,data\extraction_json\text\6219.json,true,unclear_manual_review,unclear,high,,true,false,,,,false,,llm_v1_gpt4.1,2026-04-05T20:49:07.161590+00:00,false,false,false,manual_review,false,false,review_source_category,Manual review: batch_13_20,2026-04-05T20:49:07.161571+00:00,true,conference_abstract,single_case_conference_abstract,reviewed,manual_review,batch_13_20,,2026-03-03T00:00:00Z,appears_matched,false,individual,true,true,untrimmed_localised,true,data\extraction_json\text\6219.json,343,0.6504,1.0000,0.7378,2026-04-06T13:57:50.683712+00:00,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count; proceedings_qc,2026-04-26T16:20:34.818829+00:00
6248,6248,true,matched_reference,,Sengupta 2009,Novel Use of Dual Immunomodulation To Treat the Cerebellar Variant of Stiff-Person Syndrome (SPS),"Sengupta, S.; Tarsy, D.; Jeyapalan, S.",2009,Mar,Neurology,72,11,A28-A28,WOS:000264527900109,,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,unclear_manual_review,unclear,high,,true,false,,,,false,,llm_v1_gpt4.1,2026-04-05T20:49:31.707809+00:00,false,false,false,manual_review,false,false,review_source_category,Manual review: batch_13_20,2026-04-05T20:49:31.707788+00:00,true,complex_treatment_case_report,Full case report of cerebellar-variant SPS treated with combined rituximab and cyclophosphamide immunomodulation.,reviewed,manual_review,batch_13_20,,2026-03-03T00:00:00Z,appears_matched,false,manual_review,false,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.818873+00:00
6257,6257,true,matched_reference,,Shah 2002,Stiff person syndrome (SPS): A pediatric case report,"Shah, N. S.; Hahn, A.; Banwell, B.",2002,Jul,Journal of the Neurological Sciences,199,,S78-S78,WOS:000180247400343,,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,false,,false,,llm_validated,trimmed_abstract,LLM selected an existing end candidate as the exact abstract boundary.,page_local_sliding_window_match,0.8661,0,0,data\extraction_json\text\6257.json,true,conference_abstract,single_case_conference_abstract,high,1,true,true,1,high,llm_joint_extraction,false,"The abstract describes a single pediatric case of Stiff Person Syndrome (SPS) with detailed clinical, laboratory, and treatment information, and explicitly states 'we report a case with onset at 8 years.' No other original SPS cases are described.",llm_v1_gpt4.1,2026-04-05T20:50:10.325558+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a conference abstract (poster presentation) reporting a single pediatric SPS case with individual-level clinical data. The rest of the abstract discusses a review of previously reported pediatric cases, not new patients.",2026-04-05T20:50:10.325538+00:00,false,conference_abstract,single_case_conference_abstract,high,heuristic,"This is a conference abstract (poster presentation) reporting a single pediatric SPS case with individual-level clinical data. The rest of the abstract discusses a review of previously reported pediatric cases, not new patients.",,,,false,individual,true,true,confirmed_full,false,data\extraction_json\text_trimmed\6257.json,0,0.6500,1.0000,0.7375,2026-04-06T13:57:50.773694+00:00,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count; proceedings_qc,2026-04-26T16:20:34.818921+00:00
6268,6268,true,matched_reference,,Shatzel 2004,Quantitative analysis of the silent period in the stiff-person syndrome,"Shatzel, A. J.; Fenton, G.; Maselli, R. A.",2004,Oct,Muscle & Nerve,30,4,531-531,WOS:000224116900066,,"Manfredi Carta (2024-08-21 22:23:44)(Included): on page 17
; Karlo Lizarraga (2023-07-01 11:18:10)(Select): Conference abstract (see page 13);",Electrophysiology,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_needed,Document does not look like a large proceedings/program PDF.,false,,false,,source_text_passthrough,full_text_passthrough,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,,,,,data\extraction_json\text\6268.json,true,conference_abstract,single_case_conference_abstract,high,,true,true,,,,false,,llm_v1_gpt4.1,2026-04-05T20:50:14.174874+00:00,false,false,false,individual,true,false,run_langextract_individual,Manual review: Proceedings abstract localized by OCR to page 18; one electrodiagnostic single-case abstract describing a 68-year-old man with stiff-person syndrome.,2026-04-05T20:50:14.174854+00:00,true,conference_abstract,single_case_conference_abstract,reviewed,manual_review,Proceedings abstract localized by OCR to page 18; one electrodiagnostic single-case abstract describing a 68-year-old man with stiff-person syndrome.,appears_matched,batch_04_02_localisation,2026-04-02T00:00:00Z,false,individual,true,true,untrimmed_localised,true,data\extraction_json\text\6268.json,17,0.6781,1.0000,0.7586,2026-04-06T13:57:50.776868+00:00,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count; proceedings_qc,2026-04-26T16:20:34.818970+00:00
6271,6271,true,matched_reference,,Sheyner 2007,Dementia in elderly male with Stiff man syndrome,"Sheyner, I.; Cutillar, M.",2007,Apr,Journal of the American Geriatrics Society,55,4,S117-S117,WOS:000245752500343,,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,false,,false,,gold_manual,trimmed_abstract,Published active manually checked gold-standard proceedings trim.,page_local_sliding_window_match,0.8911,116,116,data\extraction_json\text\6271.json,true,unclear_manual_review,unclear,high,,true,false,,,,false,,llm_v1_gpt4.1,2026-04-05T20:50:14.206981+00:00,false,false,false,manual_review,false,false,review_source_category,Manual review: batch_13_20,2026-04-05T20:50:14.206961+00:00,true,conference_abstract,single_case_conference_abstract,reviewed,manual_review,batch_13_20,,2026-03-03T00:00:00Z,appears_matched,false,individual,true,true,confirmed_full,false,data\extraction_json\text_trimmed\6271.json,116,0.6500,1.0000,0.7375,2026-04-06T13:57:54.028960+00:00,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count; proceedings_qc,2026-04-26T16:20:34.819016+00:00
6278,6278,true,matched_reference,,Shrestha 2012,Unusual Presentation of Paraneoplastic Stiff-Person Syndrome with Underlying Breast Cancer,"Shrestha, A.; Mihalova, T.; Burns, D.; Jennens, H.; Etti, R.",2012,,Annals of Neurology,72,,S117-S117,WOS:000312938700461,,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,false,,false,,llm_validated,trimmed_abstract,LLM selected a line inside the overshoot candidate as the abstract end.,fuzzy_title_author_block_match,0.8855,116,116,data\extraction_json\text\6278.json,true,unclear_manual_review,unclear,high,,true,false,,,,false,,llm_v1_gpt4.1,2026-04-05T20:50:14.231794+00:00,false,false,false,manual_review,false,false,review_source_category,Manual review: batch_13_20,2026-04-05T20:50:14.231774+00:00,true,conference_abstract,single_case_conference_abstract,reviewed,manual_review,batch_13_20,,2026-03-03T00:00:00Z,appears_matched,false,individual,true,true,confirmed_full,false,data\extraction_json\text_trimmed\6278.json,116,0.6500,1.0000,0.7375,2026-04-06T13:57:55.790440+00:00,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count; proceedings_qc,2026-04-26T16:20:34.819058+00:00
6310,6310,true,matched_reference,,Soilu-Hanninen 2010,"CHARACTERIZATION OF CD4+T CELLS SPECIFIC FOR GLUTAMIC ACID DECARBOXYLASE (GAD65) AND PROINSULIN IN A PATIENT WITH EPILEPSY AND STIFF-PERSON SYNDROME, BUT WITHOUT TYPE 1 DIABETES","Soilu-Hanninen, M.; Hanninen, A.; Hampe, C. S.; Deptula, A.; Geubtner, K.; Knip, M.; Reijonen, H.",2010,Jun,Epilepsia,51,,34-34,WOS:000279404600108,,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper describes detailed clinical, immunological, and laboratory findings for a single patient with stiff-person syndrome (SPS) and epilepsy, including longitudinal follow-up and individual-level data. There is no evidence of additional SPS-spectrum patients being reported.",llm_v1_gpt4.1,2026-04-05T20:50:52.906913+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a single case report focusing on one patient with SPS, as evidenced by the detailed case description and the use of singular language throughout the methods and results. The paper provides original clinical and laboratory data specific to this patient.",2026-04-05T20:50:52.906885+00:00,false,single_case_report,case_report,high,heuristic,"This is a single case report focusing on one patient with SPS, as evidenced by the detailed case description and the use of singular language throughout the methods and results. The paper provides original clinical and laboratory data specific to this patient.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.819099+00:00
6321,6321,true,matched_reference,,Sommer 2007,Stiff person syndrome,"Sommer, C.",2007,,Journal of Neural Transmission,114,7,CVI-CVI,WOS:000248001800261,,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,unclear_manual_review,unclear,high,,true,false,,,,false,,llm_v1_gpt4.1,2026-04-05T20:50:52.932642+00:00,false,false,false,manual_review,false,false,review_source_category,Manual review: batch_13_20,2026-04-05T20:50:52.932622+00:00,true,animal_model_pathogenicity_abstract,Symposium abstract describing intrathecal transfer of anti-amphiphysin patient IgG into rats with induced SPS-like features; primary non-clinical pathogenicity work rather than an extractable clinical report.,reviewed,manual_review,batch_13_20,,2026-03-03T00:00:00Z,appears_matched,false,manual_review,false,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.819144+00:00
6336,6336,true,matched_reference,,Stearns 1993,PURELY TORSIONAL NYSTAGMUS IN A PATIENT WITH THE STIFF-MAN SYNDROME - A CASE-REPORT,"Stearns, M. Q.; Sinoff, S. E.; Rosenberg, M. L.",1993,Apr,Neurology,43,4,A220-A220,WOS:A1993KY35600265,,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The text describes a single patient with stiff-man syndrome and purely torsional nystagmus, providing individual-level clinical details. There is no mention of additional SPS-spectrum patients.",llm_v1_gpt4.1,2026-04-05T20:50:56.262858+00:00,true,false,false,individual,true,false,run_langextract_individual,"The paper is a case report, as indicated by the title and the detailed description of a single patient's clinical presentation and findings. It contains original SPS-spectrum patient data for one individual.",2026-04-05T20:50:56.262837+00:00,false,single_case_report,case_report,high,heuristic,"The paper is a case report, as indicated by the title and the detailed description of a single patient's clinical presentation and findings. It contains original SPS-spectrum patient data for one individual.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.819188+00:00
6413,6413,true,matched_reference,,McGuigan 2006,Stiff person plus syndrome and voltage gated potassium channel antibody associated cognitive impairment: New evidence for an association?,"McGuigan, C.; Buckley, C.; Chang, T.; Vincent, A.; Everitt, E.",2006,Dec,Journal of Neurology Neurosurgery and Psychiatry,77,12,1391-1392,WOS:000242133200050,,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_needed,Document does not look like a large proceedings/program PDF.,false,,false,,source_text_passthrough,full_text_passthrough,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,,,,,data\extraction_json\text\6413.json,true,unclear_manual_review,unclear,high,,true,false,,,,false,,llm_v1_gpt4.1,2026-04-05T20:52:01.267867+00:00,false,false,false,manual_review,false,false,review_source_category,Manual review: batch_13_20,2026-04-05T20:52:01.267845+00:00,true,conference_abstract,single_case_conference_abstract,reviewed,manual_review,batch_13_20,,2026-03-03T00:00:00Z,appears_matched,false,individual,true,true,untrimmed_localised,true,data\extraction_json\text\6413.json,0,0.7004,1.0000,0.7753,2026-04-06T13:57:55.794386+00:00,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count; proceedings_qc,2026-04-26T16:20:34.819233+00:00
6420,6420,true,matched_reference,,McKeon 2012,Stiff-Man Syndrome and Variants,"McKeon, A.; Robinson, M. T.; McEvoy, K. M.; Matsumoto, J. Y.; Lennon, V. A.; Ahlskog, J. E.; Pittock, S. J.",2012,Feb,Archives of Neurology,69,2,230-238,WOS:000300224800011,10.1001/archneurol.2011.991,,Review Article,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,observational_group_study,retrospective_or_cohort_group_study,high,99,true,true,99,high,llm_joint_extraction,false,"The paper explicitly states that 99 patients with classic SMS or its variants (including partial SMS and PERM) were included in the cohort, all of whom were evaluated and classified according to clinical and laboratory criteria. The study provides both group-level and some individual-level data for these patients.",llm_v1_gpt4.1,2026-04-05T20:52:24.501356+00:00,true,true,false,group,true,false,run_langextract_group,"This is an observational cohort study of 99 original SPS-spectrum patients (classic SMS, partial SMS, and PERM) seen at the Mayo Clinic. The paper provides detailed clinical, laboratory, and outcome data for this original cohort, with both aggregate and some individual-level reporting.",2026-04-05T20:52:24.501335+00:00,false,observational_group_study,retrospective_or_cohort_group_study,high,heuristic,"This is an observational cohort study of 99 original SPS-spectrum patients (classic SMS, partial SMS, and PERM) seen at the Mayo Clinic. The paper provides detailed clinical, laboratory, and outcome data for this original cohort, with both aggregate and some individual-level reporting.",,,,false,group,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.819275+00:00
6423,6423,true,matched_reference,,Mehta 2020,"The case of a 30-year-old man with subacute gait instability, weakness, and muscle spasms","Mehta, M. P.; Sokol, L. L.",2020,Dec,Annals of Clinical and Translational Neurology,7,12,2535-2537,WOS:000588097500001,10.1002/acn3.51181,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper presents a detailed clinical summary, diagnosis, treatment, and outcome for a single 30-year-old man with Stiff Person Syndrome (SPS) and myasthenia gravis in the setting of thymoma. No other original SPS-spectrum patients are described.",llm_v1_gpt4.1,2026-04-05T20:52:44.695785+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a classic single case report, providing individual-level clinical data for one patient with SPS. The text includes a case summary, diagnosis, treatment, and outcome for this individual, with no evidence of additional original SPS-spectrum patients.",2026-04-05T20:52:44.695764+00:00,false,single_case_report,case_report,high,heuristic,"This is a classic single case report, providing individual-level clinical data for one patient with SPS. The text includes a case summary, diagnosis, treatment, and outcome for this individual, with no evidence of additional original SPS-spectrum patients.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.819319+00:00
6442,6442,true,matched_reference,,Mekideche 2011,Absence of cutaneous silent period changes in a patient with stiff person syndrome,"Mekideche, A.; Kuzmanovic, I.; Sottas, C.; Truffert, A.",2011,May,Journal of Neurology,258,,124-124,WOS:000289992800354,,Karlo Lizarraga (2021-10-14 12:33:57)(Select): Unable to access abstract or full text.;,Electrophysiology,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,Matched entry appears truncated or lacks sufficient abstract body content.,false,,false,,llm_validated,trimmed_abstract,LLM selected an existing end candidate as the exact abstract boundary.,,0.9922,123,123,data\extraction_json\text\6442.json,true,unclear_manual_review,unclear,high,,true,false,,,,false,,llm_v1_gpt4.1,2026-04-05T20:52:49.746287+00:00,false,false,false,manual_review,false,false,review_source_category,Manual review: batch_13_20,2026-04-05T20:52:49.746267+00:00,true,conference_abstract,single_case_conference_abstract,reviewed,manual_review,batch_13_20,,2026-03-03T00:00:00Z,appears_matched,false,individual,true,true,untrimmed_localised,true,data\extraction_json\text\6442.json,123,0.6502,1.0000,0.7377,2026-04-06T13:57:57.487080+00:00,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count; proceedings_qc,2026-04-26T16:20:34.819365+00:00
6444,6444,true,matched_reference,,Memon 2020,Clinical spectrum of stiff person syndrome associated with glutamic acid decarboxylase antibodies,"Memon, A.; Rathnam, A.; Zaman, I.; Sripathi, N.",2020,Apr,Neurology,94,15,,WOS:000536058009267,,"Karlo Lizarraga (2021-10-14 12:38:01)(Select): Conference paper with potential for data extraction:
https://n.neurology.org/content/94/15_Supplement/5570;",Clinical manifestations,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_needed,Document does not look like a large proceedings/program PDF.,false,,false,,source_text_passthrough,full_text_passthrough,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,,,,,data\extraction_json\text\6444.json,true,conference_abstract,group_conference_abstract,high,9,true,true,9,medium,llm_joint_extraction,true,"The abstract reports a retrospective chart review of 9 patients with SPS-spectrum diagnoses (SPS, cerebellar ataxia, PERM, sensory neuropathy/neuronopathy) seen over 5 years. The breakdown of diagnoses and antibody status is provided, but individual-level data is not reported. The count of 9 is based on the explicit statement in the results.",llm_v1_gpt4.1,2026-04-05T20:52:54.188931+00:00,false,true,false,group,true,false,run_langextract_group,"This is a conference abstract (single page, supplement issue, abstract format) reporting original group-level data from a retrospective chart review of 9 SPS-spectrum patients. The abstract provides aggregate clinical and diagnostic information but no individual-level details.",2026-04-05T20:52:54.188910+00:00,false,conference_abstract,group_conference_abstract,high,heuristic,"This is a conference abstract (single page, supplement issue, abstract format) reporting original group-level data from a retrospective chart review of 9 SPS-spectrum patients. The abstract provides aggregate clinical and diagnostic information but no individual-level details.",,,,false,group,true,true,untrimmed_localised,true,data\extraction_json\text\6444.json,0,0.6851,1.0000,0.7638,2026-04-06T13:57:57.491509+00:00,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count; proceedings_qc,2026-04-26T16:20:34.819412+00:00
