paper_id,manually_reviewed_MC,batch_id,manifest_json_path,stage07_paper_json_path,stage07_segments_json_path,stage07_target_view_json_path,stage07_validation_json_path,stage07_annotated_xml_path,stage06_json_source,stage06_candidate_json_path,stage06_count_evidence_json_path,stage06_result_json_path,stage06_gold_result_json_path,covidence_id,title,authors,source_category,source_subtype,preferred_text_json_path,preferred_text_source,count_eligible,likely_sps_case_count,count_confidence,count_basis,count_manual_review_required,count_original_cohort_provenance_uncertain,count_reason,count_version,heuristic_likely_sps_case_count,heuristic_count_confidence,heuristic_count_basis,heuristic_candidate_count,llm_likely_sps_case_count,llm_count_confidence,llm_selected_candidate_id,heuristic_fallback_used,count_audit_status,count_verification_status,count_validator_flags,counted_at_utc
2843,FALSE,batch029,qa\validation\stage07_single_case_codex_gold\batch029\manifest.json,qa\validation\stage07_single_case_codex_gold\batch029\json\papers\2843.json,qa\validation\stage07_single_case_codex_gold\batch029\json\segments\2843.segments.json,qa\validation\stage07_single_case_codex_gold\batch029\json\target_views\2843\p1.json,qa\validation\stage07_single_case_codex_gold\batch029\json\validation\2843.validation.json,qa\validation\stage07_single_case_codex_gold\batch029\xml\2843.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\candidate_packages\2843.json,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\count_evidence\2843.json,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\results\2843.json,,2843,Involuntary movement in stiff-person syndrome with amphiphysin antibodies: A case report.,"Xie, Yin-Yin; Meng, Hong-Mei; Zhang, Feng-Xiao; Maimaiti, Buajieerguli; Jiang, Ting; Yang, Yu",single_case_report,case_report,data\extraction_json\text\2843.json,full_text,true,1,high,case_report_marker_single_case,false,false,challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This paper is a single case report describing one 69-year-old man and explicitly states that he was diagnosed with stiff-person syndrome. There is no evidence of additional original SPS-spectrum patients in the report.,hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:00:52.578872+00:00
2845,FALSE,batch029,qa\validation\stage07_single_case_codex_gold\batch029\manifest.json,qa\validation\stage07_single_case_codex_gold\batch029\json\papers\2845.json,qa\validation\stage07_single_case_codex_gold\batch029\json\segments\2845.segments.json,qa\validation\stage07_single_case_codex_gold\batch029\json\target_views\2845\p1.json,qa\validation\stage07_single_case_codex_gold\batch029\json\validation\2845.validation.json,qa\validation\stage07_single_case_codex_gold\batch029\xml\2845.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\candidate_packages\2845.json,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\count_evidence\2845.json,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\results\2845.json,,2845,Management of refractory pain in Stiff-Person syndrome.,"Cirnigliaro, Frank Arthur; Gauthier, Nicole; Rush, Moira",single_case_report,case_report,data\extraction_json\text\2845.json,full_text,true,1,high,single_case_text_signal,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This is a single case report with explicit language that the authors report one 26-year-old woman with SPS. The full-text excerpt also provides diagnosis-supporting clinical and antibody details for that same patient, supporting a count of 1 unique SPS-spectrum case.",hybrid_v2_gpt-5.4,1,medium,single_case_text_signal,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:01:16.921079+00:00
2855,TRUE,batch030,qa\validation\stage07_single_case_codex_gold\batch030\manifest.json,qa\validation\stage07_single_case_codex_gold\batch030\json\papers\2855.json,qa\validation\stage07_single_case_codex_gold\batch030\json\segments\2855.segments.json,qa\validation\stage07_single_case_codex_gold\batch030\json\target_views\2855\p1.json,qa\validation\stage07_single_case_codex_gold\batch030\json\validation\2855.validation.json,qa\validation\stage07_single_case_codex_gold\batch030\xml\2855.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\candidate_packages\2855.json,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\count_evidence\2855.json,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\results\2855.json,,2855,Stiff-person syndrome in a patient with comorbid bipolar and panic disorders: A case report and literature review.,"Patel, Karishma; Stummer, Lauren; Patel, Krina",single_case_report,case_report,data\extraction_json\text\2855.json,full_text,true,1,high,case_report_marker_single_case,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This paper is explicitly a single-patient case report of a patient with stiff-person syndrome. The abstract and full-text excerpt repeatedly describe one patient's treatment course, supporting a count of 1 unique original SPS-spectrum case.",hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:01:56.049717+00:00
2864,FALSE,batch030,qa\validation\stage07_single_case_codex_gold\batch030\manifest.json,qa\validation\stage07_single_case_codex_gold\batch030\json\papers\2864.json,qa\validation\stage07_single_case_codex_gold\batch030\json\segments\2864.segments.json,qa\validation\stage07_single_case_codex_gold\batch030\json\target_views\2864\p1.json,qa\validation\stage07_single_case_codex_gold\batch030\json\validation\2864.validation.json,qa\validation\stage07_single_case_codex_gold\batch030\xml\2864.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\candidate_packages\2864.json,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\count_evidence\2864.json,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\results\2864.json,,2864,Anesthetic management of a patient with Stiff-Person Syndrome and endometrial cancer for robotic surgery: A case report.,"Yeoh, Cindy B; Lee, Kathleen J; Tollinche, Luis E",single_case_report,case_report,data\extraction_json\text\2864.json,full_text,true,1,high,case_report_marker_single_case,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This is a single-patient case report with explicit language describing one 53-year-old woman with diagnosed stiff-person syndrome undergoing robotic surgery. The title, abstract, and case section consistently refer to one patient only, with no indication of additional original SPS-spectrum cases.",hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:02:16.221446+00:00
2879,FALSE,batch030,qa\validation\stage07_single_case_codex_gold\batch030\manifest.json,qa\validation\stage07_single_case_codex_gold\batch030\json\papers\2879.json,qa\validation\stage07_single_case_codex_gold\batch030\json\segments\2879.segments.json,qa\validation\stage07_single_case_codex_gold\batch030\json\target_views\2879\p1.json,qa\validation\stage07_single_case_codex_gold\batch030\json\validation\2879.validation.json,qa\validation\stage07_single_case_codex_gold\batch030\xml\2879.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\candidate_packages\2879.json,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\count_evidence\2879.json,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\results\2879.json,,2879,Stiff-Person Syndrome: Seeing Past Comorbidities to Reach the Correct Diagnosis.,"Hicken, Jared; Ramirez, Daniel; Rigby, Mark; Minasian, Aram",single_case_report,case_report,data\extraction_json\text\2879.json,full_text,true,1,high,single_case_text_signal,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | The paper is an original single-case report and explicitly states that it reports the case of one 65-year-old woman. The abstract and case presentation both describe a single patient whose diagnosis of stiff-person syndrome was supported by clinical features, GAD antibodies, and treatment response.",hybrid_v2_gpt-5.4,1,medium,single_case_text_signal,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:02:35.341188+00:00
3101,FALSE,batch030,qa\validation\stage07_single_case_codex_gold\batch030\manifest.json,qa\validation\stage07_single_case_codex_gold\batch030\json\papers\3101.json,qa\validation\stage07_single_case_codex_gold\batch030\json\segments\3101.segments.json,qa\validation\stage07_single_case_codex_gold\batch030\json\target_views\3101\p1.json,qa\validation\stage07_single_case_codex_gold\batch030\json\validation\3101.validation.json,qa\validation\stage07_single_case_codex_gold\batch030\xml\3101.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\candidate_packages\3101.json,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\count_evidence\3101.json,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\results\3101.json,,3101,Stiff-Person Syndrome Associated with Anti-Glutamic Acid Decarboxylase Autoimmune Encephalitis in a Young Woman: A Case Report.,"Gao, Shan Yu; Lu, Jun; Zhao, Chong Bo",single_case_report,case_report,data\extraction_json\text\3101.json,full_text,true,1,medium,diagnosis_specific_patient_case_count,true,false,"challenge_stage=challenge | verification_status=llm_candidate_exact | llm_count_confidence=medium | challenge_reasons=semantic_validator_reject=COUNT_SPS_STATUS_UNCERTAIN | llm_selected_candidate_id=cand03 | This is a single-patient case report with explicit diagnosis-supported SPS in a 34-year-old woman. Because the challenge flag notes SPS-status uncertainty and the safest evidence is the explicit diagnosis-specific SPS patient, the diagnosis-specific subset candidate of 1 is the best-supported choice, with manual review retained conservatively.",hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,3,1,medium,cand03,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:03:55.213349+00:00
3105,FALSE,batch030,qa\validation\stage07_single_case_codex_gold\batch030\manifest.json,qa\validation\stage07_single_case_codex_gold\batch030\json\papers\3105.json,qa\validation\stage07_single_case_codex_gold\batch030\json\segments\3105.segments.json,qa\validation\stage07_single_case_codex_gold\batch030\json\target_views\3105\p1.json,qa\validation\stage07_single_case_codex_gold\batch030\json\validation\3105.validation.json,qa\validation\stage07_single_case_codex_gold\batch030\xml\3105.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\candidate_packages\3105.json,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\count_evidence\3105.json,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\results\3105.json,,3105,Severe Chin-on-Chest Cervical Spine Deformity in the Setting of Stiff-Person Syndrome: A Case Report.,"Stephan, Stephen R; Ju, Derek G; Ross, Lindsey B; Naruse, Robert T; Kim, Terrence T; Johnson, J Patrick",single_case_report,case_report,data\extraction_json\text\3105.json,full_text,true,1,high,abstract_count_signal,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This paper is a single-patient case report of one diagnosis-supported SPS-spectrum patient. The abstract and full-text excerpt both explicitly describe 'a patient'/'the patient,' including anti-GAD-antibody-positive SPS, with no indication of additional original SPS cases.",hybrid_v2_gpt-5.4,1,medium,abstract_count_signal,3,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:04:14.586802+00:00
3125,TRUE,batch030,qa\validation\stage07_single_case_codex_gold\batch030\manifest.json,qa\validation\stage07_single_case_codex_gold\batch030\json\papers\3125.json,qa\validation\stage07_single_case_codex_gold\batch030\json\segments\3125.segments.json,qa\validation\stage07_single_case_codex_gold\batch030\json\target_views\3125\p1.json,qa\validation\stage07_single_case_codex_gold\batch030\json\validation\3125.validation.json,qa\validation\stage07_single_case_codex_gold\batch030\xml\3125.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\candidate_packages\3125.json,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\count_evidence\3125.json,results\stage06_count_runs\stage06_backfill_b004_n100_20260419\results\3125.json,,3125,Poster 258 A Novel Approach to the Treatment of Stiff-Person-Syndrome with Botulinum Toxin: A Case Report.,"Shah, Chirag D; Bunzol, Daniel",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\3125.json,proceedings_ready,true,1,high,case_report_marker_single_case,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This conference abstract is explicitly a case report and describes one 53-year-old man who was diagnosed with SPS and treated with botulinum toxin. The text supports a single unique original SPS-spectrum patient, matching candidate 1.",hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:05:42.643340+00:00
3135,TRUE,batch030,qa\validation\stage07_single_case_codex_gold\batch030\manifest.json,qa\validation\stage07_single_case_codex_gold\batch030\json\papers\3135.json,qa\validation\stage07_single_case_codex_gold\batch030\json\segments\3135.segments.json,qa\validation\stage07_single_case_codex_gold\batch030\json\target_views\3135\p1.json,qa\validation\stage07_single_case_codex_gold\batch030\json\validation\3135.validation.json,qa\validation\stage07_single_case_codex_gold\batch030\xml\3135.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\candidate_packages\3135.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\count_evidence\3135.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\results\3135.json,,3135,Progressive Encephalomyelitis with Rigidity and Myoclonus (PERM)-like Symptoms Associated with Anti-ganglionic Acetylcholine Receptor Antibodies.,"Kitazaki, Yuki; Ikawa, Masamichi; Kishitani, Toru; Kamisawa, Tomoko; Nakane, Shunya; Nakamoto, Yasunari; Hamano, Tadanori",single_case_report,case_report,data\extraction_json\text\3135.json,full_text,true,1,high,single_case_text_signal,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | The paper is a single case report and explicitly describes one unique patient: a 59-year-old woman with PERM-like symptoms. No evidence suggests additional original SPS-spectrum cases in this paper, so the best-supported extractable count is 1.",hybrid_v2_gpt-5.4,1,medium,single_case_text_signal,3,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:10:28.939795+00:00
3136,TRUE,batch030,qa\validation\stage07_single_case_codex_gold\batch030\manifest.json,qa\validation\stage07_single_case_codex_gold\batch030\json\papers\3136.json,qa\validation\stage07_single_case_codex_gold\batch030\json\segments\3136.segments.json,qa\validation\stage07_single_case_codex_gold\batch030\json\target_views\3136\p1.json,qa\validation\stage07_single_case_codex_gold\batch030\json\validation\3136.validation.json,qa\validation\stage07_single_case_codex_gold\batch030\xml\3136.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\candidate_packages\3136.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\count_evidence\3136.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\results\3136.json,,3136,Iliopsoas Hematomas in a Patient with Progressive Encephalomyelitis with Rigidity and Myoclonus.,"Shimazaki, Rui; Mukai, Masako; Nagaoka, Utako; Sugaya, Keizo; Takahashi, Kazushi",single_case_report,case_report,data\extraction_json\text\3136.json,full_text,true,1,high,case_report_marker_single_case,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This paper is a single-patient case report of PERM, which is within the SPS-spectrum. The text explicitly states that the authors present one case and then describes one 63-year-old man throughout the case report.",hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:10:46.363122+00:00
3279,TRUE,batch030,qa\validation\stage07_single_case_codex_gold\batch030\manifest.json,qa\validation\stage07_single_case_codex_gold\batch030\json\papers\3279.json,qa\validation\stage07_single_case_codex_gold\batch030\json\segments\3279.segments.json,qa\validation\stage07_single_case_codex_gold\batch030\json\target_views\3279\p1.json,qa\validation\stage07_single_case_codex_gold\batch030\json\validation\3279.validation.json,qa\validation\stage07_single_case_codex_gold\batch030\xml\3279.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\candidate_packages\3279.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\count_evidence\3279.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\results\3279.json,,3279,Stiff-man syndrome in a patient with Hodgkin's disease. An unusual paraneoplastic syndrome.,"Ferrari, P; Federico, M; Grimaldi, L M; Silingardi, V",single_case_report,case_report,data\extraction_json\text\3279.json,full_text,true,1,high,case_report_marker_single_case,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This paper is an original single-case report of one patient with stiff-man syndrome (an older term for SPS). The abstract and full-text excerpt consistently describe a single patient with Hodgkin's disease who developed SMS, with no indication of additional original SPS-spectrum cases.",hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:11:34.771875+00:00
3386,FALSE,batch030,qa\validation\stage07_single_case_codex_gold\batch030\manifest.json,qa\validation\stage07_single_case_codex_gold\batch030\json\papers\3386.json,qa\validation\stage07_single_case_codex_gold\batch030\json\segments\3386.segments.json,qa\validation\stage07_single_case_codex_gold\batch030\json\target_views\3386\p1.json,qa\validation\stage07_single_case_codex_gold\batch030\json\validation\3386.validation.json,qa\validation\stage07_single_case_codex_gold\batch030\xml\3386.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\candidate_packages\3386.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\count_evidence\3386.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\results\3386.json,,3386,Anti-Ri antibodies associated with opsoclonus and progressive encephalomyelitis with rigidity.,"Casado, J L; Gil-Peralta, A; Graus, F; Arenas, C; Lopez, J M; Alberca, R",single_case_report,case_report,data\extraction_json\text\3386.json,full_text,true,1,medium,single_case_text_signal,true,true,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper is a single-patient case report describing one 57-year-old woman who later developed progressive encephalomyelitis with rigidity (PERM), which is within the SPS spectrum. Candidate 1 matches the explicit patient count, but manual review remains appropriate because provenance uncertainty is flagged upstream.",hybrid_v2_gpt-5.4,1,medium,single_case_text_signal,2,1,medium,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:11:57.991585+00:00
3438,TRUE,batch031,qa\validation\stage07_single_case_codex_gold\batch031\manifest.json,qa\validation\stage07_single_case_codex_gold\batch031\json\papers\3438.json,qa\validation\stage07_single_case_codex_gold\batch031\json\segments\3438.segments.json,qa\validation\stage07_single_case_codex_gold\batch031\json\target_views\3438\p1.json,qa\validation\stage07_single_case_codex_gold\batch031\json\validation\3438.validation.json,qa\validation\stage07_single_case_codex_gold\batch031\xml\3438.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\candidate_packages\3438.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\count_evidence\3438.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\results\3438.json,,3438,Stiff-man syndrome.,"Sharoqi, I A",single_case_report,case_report,data\extraction_json\text\3438.json,full_text,true,1,medium,source_single_case_default,true,true,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper explicitly states it is a report of a patient with stiff-man syndrome and then presents one detailed case report of a 66-year-old man. Although there is a provenance uncertainty signal about anti-GAD findings being previously reported, the clinical case itself is clearly a single original SPS-spectrum patient, so the best-supported count is 1, with manual review retained due to provenance uncertainty.",hybrid_v2_gpt-5.4,1,medium,source_single_case_default,2,1,medium,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:12:18.688071+00:00
3699,FALSE,batch031,qa\validation\stage07_single_case_codex_gold\batch031\manifest.json,qa\validation\stage07_single_case_codex_gold\batch031\json\papers\3699.json,qa\validation\stage07_single_case_codex_gold\batch031\json\segments\3699.segments.json,qa\validation\stage07_single_case_codex_gold\batch031\json\target_views\3699\p1.json,qa\validation\stage07_single_case_codex_gold\batch031\json\validation\3699.validation.json,qa\validation\stage07_single_case_codex_gold\batch031\xml\3699.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\candidate_packages\3699.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\count_evidence\3699.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\results\3699.json,,3699,Progressive encephalomyelitis with rigidity: a paraneoplastic presentation of oat cell carcinoma of the lung. Case report.,"Spitz, Mariana; Ferraz, Henrique Ballalai; Barsottini, Orlando G P; Gabbai, Alberto Alain",single_case_report,case_report,data\extraction_json\text\3699.json,full_text,true,1,high,case_report_marker_single_case,false,false,"challenge_stage=challenge | verification_status=llm_candidate_exact | llm_count_confidence=high | challenge_reasons=explicit_sps_subgroup_conflict=1 vs 8 | llm_selected_candidate_id=cand02 | This is an original single-patient case report of progressive encephalomyelitis with rigidity/myoclonus, which is within the SPS spectrum. The apparent count of 8 comes from a citation-style sentence about prior reports/anti-GAD prevalence in patients with SPS, not from an original cohort in this paper.",hybrid_v2_gpt-5.4,8,high,diagnosis_specific_table_row_count,3,1,high,cand02,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:12:48.623434+00:00
4877,FALSE,batch031,qa\validation\stage07_single_case_codex_gold\batch031\manifest.json,qa\validation\stage07_single_case_codex_gold\batch031\json\papers\4877.json,qa\validation\stage07_single_case_codex_gold\batch031\json\segments\4877.segments.json,qa\validation\stage07_single_case_codex_gold\batch031\json\target_views\4877\p1.json,qa\validation\stage07_single_case_codex_gold\batch031\json\validation\4877.validation.json,qa\validation\stage07_single_case_codex_gold\batch031\xml\4877.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\candidate_packages\4877.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\count_evidence\4877.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\results\4877.json,,4877,Stiff person syndrome with elevated titers of antibodies against cardiolipin and β2 glycoprotein 1: a case report and literature review.,Tang LY; Yu SY; Huang YH,single_case_report,case_report,data\extraction_json\text\4877.json,full_text,true,1,high,case_report_marker_single_case,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This paper is a single-patient case report. The text explicitly states that the authors reported one SPS patient/a SPS case, with detailed clinical course and follow-up for a 40-year-old male, so the best-supported extractable count is 1.",hybrid_v2_gpt-5.4,1,medium,case_report_marker_single_case,2,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:13:31.301884+00:00
5094,FALSE,batch031,qa\validation\stage07_single_case_codex_gold\batch031\manifest.json,qa\validation\stage07_single_case_codex_gold\batch031\json\papers\5094.json,qa\validation\stage07_single_case_codex_gold\batch031\json\segments\5094.segments.json,qa\validation\stage07_single_case_codex_gold\batch031\json\target_views\5094\p1.json,qa\validation\stage07_single_case_codex_gold\batch031\json\validation\5094.validation.json,qa\validation\stage07_single_case_codex_gold\batch031\xml\5094.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\candidate_packages\5094.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\count_evidence\5094.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\results\5094.json,,5094,STIFF-MAN SYNDROME AND ENCEPHALOMYELITIS MAY COEXIST - CLINICAL-PATHOLOGICAL CORRELATIONS,"Armon, C.; Swanson, J. W.; McLean, J. M.; Westbrook, P. R.; Okazaki, H.; Kurtin, P. J.; Kaylanraman, U. P.; Rodriguez, M. R.",single_case_report,case_report,data\extraction_json\text_trimmed\5094.json,trimmed,true,1,medium,source_single_case_default,true,true,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper explicitly describes one original SPS-spectrum patient: a 60-year-old woman with stiff-man syndrome, followed longitudinally to autopsy. Although prior rare cases are mentioned in background, the report's extractable original count is one; manual review remains appropriate because provenance uncertainty was flagged upstream.",hybrid_v2_gpt-5.4,1,medium,source_single_case_default,2,1,medium,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:15:33.125718+00:00
5153,FALSE,batch031,qa\validation\stage07_single_case_codex_gold\batch031\manifest.json,qa\validation\stage07_single_case_codex_gold\batch031\json\papers\5153.json,qa\validation\stage07_single_case_codex_gold\batch031\json\segments\5153.segments.json,qa\validation\stage07_single_case_codex_gold\batch031\json\target_views\5153\p1.json,qa\validation\stage07_single_case_codex_gold\batch031\json\validation\5153.validation.json,qa\validation\stage07_single_case_codex_gold\batch031\xml\5153.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\candidate_packages\5153.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\count_evidence\5153.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\results\5153.json,,5153,A Fatal Case of Neuroleptic Malignant Syndrome in a Patient with Stiff Leg Syndrome,"Baykara, Z. N.; Efendi, H.; Toker, K.",single_case_report,case_report,data\extraction_json\text\5153.json,full_text,true,1,high,case_report_marker_single_case,false,false,"challenge_stage=challenge | verification_status=llm_candidate_exact | llm_count_confidence=high | challenge_reasons=explicit_sps_subgroup_conflict=1 vs 105 | llm_selected_candidate_id=cand02 | This paper is a single case report describing one woman with stiff leg syndrome, a focal SPS-spectrum disorder, who developed neuroleptic malignant syndrome. The apparent count of 105 is a page number/artifact in the extracted text, not an SPS patient count.",hybrid_v2_gpt-5.4,105,high,diagnosis_specific_table_row_count,3,1,high,cand02,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:16:24.736043+00:00
5212,FALSE,batch031,qa\validation\stage07_single_case_codex_gold\batch031\manifest.json,qa\validation\stage07_single_case_codex_gold\batch031\json\papers\5212.json,qa\validation\stage07_single_case_codex_gold\batch031\json\segments\5212.segments.json,qa\validation\stage07_single_case_codex_gold\batch031\json\target_views\5212\p1.json,qa\validation\stage07_single_case_codex_gold\batch031\json\validation\5212.validation.json,qa\validation\stage07_single_case_codex_gold\batch031\xml\5212.annotated.xml,stage06_count_runs,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\candidate_packages\5212.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\count_evidence\5212.json,results\stage06_count_runs\stage06_backfill_b005_n100_20260419\results\5212.json,,5212,STIFF-MAN SYNDROME WITH GAD-LIKE IMMUNOREACTIVITY - RESPONSE OF A PATIENT TO PLASMAPHERESIS AND IMMUNOSUPPRESSION,"Brashear, H. R.; Phillips, L. H.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5212.json,proceedings_ready,true,1,medium,single_case_text_signal,true,true,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The abstract explicitly describes a single original SPS case: 'this woman' with stiff-man syndrome and treatment response. Although it mentions a previously reported patient, the current report is framed as their second patient and appears to present one new case; because provenance overlap is flagged as uncertain, manual review remains required.",hybrid_v2_gpt-5.4,1,medium,single_case_text_signal,2,1,medium,cand01,false,hybrid_local_gpt,llm_candidate_exact,,2026-04-19T11:18:00.322046+00:00
